census_block_group,B11001e1,B11001m1,B11001e2,B11001m2,B11001e3,B11001m3,B11001e4,B11001m4,B11001e5,B11001m5,B11001e6,B11001m6,B11001e7,B11001m7,B11001e8,B11001m8,B11001e9,B11001m9,B11001Ae1,B11001Am1,B11001Ae2,B11001Am2,B11001Ae3,B11001Am3,B11001Ae4,B11001Am4,B11001Ae5,B11001Am5,B11001Ae6,B11001Am6,B11001Ae7,B11001Am7,B11001Ae8,B11001Am8,B11001Ae9,B11001Am9,B11001Be1,B11001Bm1,B11001Be2,B11001Bm2,B11001Be3,B11001Bm3,B11001Be4,B11001Bm4,B11001Be5,B11001Bm5,B11001Be6,B11001Bm6,B11001Be7,B11001Bm7,B11001Be8,B11001Bm8,B11001Be9,B11001Bm9,B11001Ce1,B11001Cm1,B11001Ce2,B11001Cm2,B11001Ce3,B11001Cm3,B11001Ce4,B11001Cm4,B11001Ce5,B11001Cm5,B11001Ce6,B11001Cm6,B11001Ce7,B11001Cm7,B11001Ce8,B11001Cm8,B11001Ce9,B11001Cm9,B11001De1,B11001Dm1,B11001De2,B11001Dm2,B11001De3,B11001Dm3,B11001De4,B11001Dm4,B11001De5,B11001Dm5,B11001De6,B11001Dm6,B11001De7,B11001Dm7,B11001De8,B11001Dm8,B11001De9,B11001Dm9,B11001Ee1,B11001Em1,B11001Ee2,B11001Em2,B11001Ee3,B11001Em3,B11001Ee4,B11001Em4,B11001Ee5,B11001Em5,B11001Ee6,B11001Em6,B11001Ee7,B11001Em7,B11001Ee8,B11001Em8,B11001Ee9,B11001Em9,B11001Fe1,B11001Fm1,B11001Fe2,B11001Fm2,B11001Fe3,B11001Fm3,B11001Fe4,B11001Fm4,B11001Fe5,B11001Fm5,B11001Fe6,B11001Fm6,B11001Fe7,B11001Fm7,B11001Fe8,B11001Fm8,B11001Fe9,B11001Fm9,B11001Ge1,B11001Gm1,B11001Ge2,B11001Gm2,B11001Ge3,B11001Gm3,B11001Ge4,B11001Gm4,B11001Ge5,B11001Gm5,B11001Ge6,B11001Gm6,B11001Ge7,B11001Gm7,B11001Ge8,B11001Gm8,B11001Ge9,B11001Gm9,B11001He1,B11001Hm1,B11001He2,B11001Hm2,B11001He3,B11001Hm3,B11001He4,B11001Hm4,B11001He5,B11001Hm5,B11001He6,B11001Hm6,B11001He7,B11001Hm7,B11001He8,B11001Hm8,B11001He9,B11001Hm9,B11001Ie1,B11001Im1,B11001Ie2,B11001Im2,B11001Ie3,B11001Im3,B11001Ie4,B11001Im4,B11001Ie5,B11001Im5,B11001Ie6,B11001Im6,B11001Ie7,B11001Im7,B11001Ie8,B11001Im8,B11001Ie9,B11001Im9,B11002e1,B11002m1,B11002e2,B11002m2,B11002e3,B11002m3,B11002e4,B11002m4,B11002e5,B11002m5,B11002e6,B11002m6,B11002e7,B11002m7,B11002e8,B11002m8,B11002e9,B11002m9,B11002e10,B11002m10,B11002e11,B11002m11,B11002e12,B11002m12,B11002Ae1,B11002Am1,B11002Ae2,B11002Am2,B11002Ae3,B11002Am3,B11002Ae4,B11002Am4,B11002Ae5,B11002Am5,B11002Ae6,B11002Am6,B11002Ae7,B11002Am7,B11002Ae8,B11002Am8,B11002Ae9,B11002Am9,B11002Ae10,B11002Am10,B11002Ae11,B11002Am11,B11002Ae12,B11002Am12,B11002Be1,B11002Bm1,B11002Be2,B11002Bm2,B11002Be3,B11002Bm3,B11002Be4,B11002Bm4,B11002Be5,B11002Bm5,B11002Be6,B11002Bm6,B11002Be7,B11002Bm7,B11002Be8,B11002Bm8,B11002Be9,B11002Bm9,B11002Be10,B11002Bm10,B11002Be11,B11002Bm11,B11002Be12,B11002Bm12,B11002Ce1,B11002Cm1,B11002Ce2,B11002Cm2,B11002Ce3,B11002Cm3,B11002Ce4,B11002Cm4,B11002Ce5,B11002Cm5,B11002Ce6,B11002Cm6,B11002Ce7,B11002Cm7,B11002Ce8,B11002Cm8,B11002Ce9,B11002Cm9,B11002Ce10,B11002Cm10,B11002Ce11,B11002Cm11,B11002Ce12,B11002Cm12,B11002De1,B11002Dm1,B11002De2,B11002Dm2,B11002De3,B11002Dm3,B11002De4,B11002Dm4,B11002De5,B11002Dm5,B11002De6,B11002Dm6,B11002De7,B11002Dm7,B11002De8,B11002Dm8,B11002De9,B11002Dm9,B11002De10,B11002Dm10,B11002De11,B11002Dm11,B11002De12,B11002Dm12,B11002Ee1,B11002Em1,B11002Ee2,B11002Em2,B11002Ee3,B11002Em3,B11002Ee4,B11002Em4,B11002Ee5,B11002Em5,B11002Ee6,B11002Em6,B11002Ee7,B11002Em7,B11002Ee8,B11002Em8,B11002Ee9,B11002Em9,B11002Ee10,B11002Em10,B11002Ee11,B11002Em11,B11002Ee12,B11002Em12,B11002Fe1,B11002Fm1,B11002Fe2,B11002Fm2,B11002Fe3,B11002Fm3,B11002Fe4,B11002Fm4,B11002Fe5,B11002Fm5,B11002Fe6,B11002Fm6,B11002Fe7,B11002Fm7,B11002Fe8,B11002Fm8,B11002Fe9,B11002Fm9,B11002Fe10,B11002Fm10,B11002Fe11,B11002Fm11,B11002Fe12,B11002Fm12,B11002Ge1,B11002Gm1,B11002Ge2,B11002Gm2,B11002Ge3,B11002Gm3,B11002Ge4,B11002Gm4,B11002Ge5,B11002Gm5,B11002Ge6,B11002Gm6,B11002Ge7,B11002Gm7,B11002Ge8,B11002Gm8,B11002Ge9,B11002Gm9,B11002Ge10,B11002Gm10,B11002Ge11,B11002Gm11,B11002Ge12,B11002Gm12,B11002He1,B11002Hm1,B11002He2,B11002Hm2,B11002He3,B11002Hm3,B11002He4,B11002Hm4,B11002He5,B11002Hm5,B11002He6,B11002Hm6,B11002He7,B11002Hm7,B11002He8,B11002Hm8,B11002He9,B11002Hm9,B11002He10,B11002Hm10,B11002He11,B11002Hm11,B11002He12,B11002Hm12,B11002Ie1,B11002Im1,B11002Ie2,B11002Im2,B11002Ie3,B11002Im3,B11002Ie4,B11002Im4,B11002Ie5,B11002Im5,B11002Ie6,B11002Im6,B11002Ie7,B11002Im7,B11002Ie8,B11002Im8,B11002Ie9,B11002Im9,B11002Ie10,B11002Im10,B11002Ie11,B11002Im11,B11002Ie12,B11002Im12,B11003e1,B11003m1,B11003e2,B11003m2,B11003e3,B11003m3,B11003e4,B11003m4,B11003e5,B11003m5,B11003e6,B11003m6,B11003e7,B11003m7,B11003e8,B11003m8,B11003e9,B11003m9,B11003e10,B11003m10,B11003e11,B11003m11,B11003e12,B11003m12,B11003e13,B11003m13,B11003e14,B11003m14,B11003e15,B11003m15,B11003e16,B11003m16,B11003e17,B11003m17,B11003e18,B11003m18,B11003e19,B11003m19,B11003e20,B11003m20,B11004e1,B11004m1,B11004e2,B11004m2,B11004e3,B11004m3,B11004e4,B11004m4,B11004e5,B11004m5,B11004e6,B11004m6,B11004e7,B11004m7,B11004e8,B11004m8,B11004e9,B11004m9,B11004e10,B11004m10,B11004e11,B11004m11,B11004e12,B11004m12,B11004e13,B11004m13,B11004e14,B11004m14,B11004e15,B11004m15,B11004e16,B11004m16,B11004e17,B11004m17,B11004e18,B11004m18,B11004e19,B11004m19,B11004e20,B11004m20,B11005e1,B11005m1,B11005e2,B11005m2,B11005e3,B11005m3,B11005e4,B11005m4,B11005e5,B11005m5,B11005e6,B11005m6,B11005e7,B11005m7,B11005e8,B11005m8,B11005e9,B11005m9,B11005e10,B11005m10,B11005e11,B11005m11,B11005e12,B11005m12,B11005e13,B11005m13,B11005e14,B11005m14,B11005e15,B11005m15,B11005e16,B11005m16,B11005e17,B11005m17,B11005e18,B11005m18,B11005e19,B11005m19,B11006e1,B11006m1,B11006e2,B11006m2,B11006e3,B11006m3,B11006e4,B11006m4,B11006e5,B11006m5,B11006e6,B11006m6,B11006e7,B11006m7,B11006e8,B11006m8,B11006e9,B11006m9,B11006e10,B11006m10,B11006e11,B11006m11,B11006e12,B11006m12,B11006e13,B11006m13,B11006e14,B11006m14,B11006e15,B11006m15,B11007e1,B11007m1,B11007e2,B11007m2,B11007e3,B11007m3,B11007e4,B11007m4,B11007e5,B11007m5,B11007e6,B11007m6,B11007e7,B11007m7,B11007e8,B11007m8,B11007e9,B11007m9,B11007e10,B11007m10,B11007e11,B11007m11,B11015e1,B11015m1,B11015e2,B11015m2,B11015e3,B11015m3,B11016e1,B11016m1,B11016e2,B11016m2,B11016e3,B11016m3,B11016e4,B11016m4,B11016e5,B11016m5,B11016e6,B11016m6,B11016e7,B11016m7,B11016e8,B11016m8,B11016e9,B11016m9,B11016e10,B11016m10,B11016e11,B11016m11,B11016e12,B11016m12,B11016e13,B11016m13,B11016e14,B11016m14,B11016e15,B11016m15,B11016e16,B11016m16
450399601001,438,86,251,53,129,42,122,48,29,23,93,44,187,70,174,69,13,14,40,22,29,18,27,18,2,4,2,4,0,12,11,12,11,12,0,12,398,84,222,54,102,37,120,48,27,23,93,44,176,66,163,66,13,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,22,29,18,27,18,2,4,2,4,0,12,11,12,11,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1096,212,893,197,442,160,442,160,0,12,106,85,106,85,0,12,345,157,329,155,16,17,203,73,109,66,98,64,91,64,91,64,0,12,7,12,7,12,0,12,0,12,0,12,0,12,11,12,987,223,795,209,351,147,351,147,0,12,99,85,99,85,0,12,345,157,329,155,16,17,192,70,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,109,66,98,64,91,64,91,64,0,12,7,12,7,12,0,12,0,12,0,12,0,12,11,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,251,53,129,42,27,22,0,12,0,12,27,22,102,40,122,48,29,23,7,9,0,12,0,12,7,9,22,19,93,44,52,34,24,27,9,14,19,18,41,26,251,53,129,42,59,37,32,28,0,12,27,22,70,41,122,48,29,23,7,9,0,12,0,12,7,9,22,19,93,44,52,34,24,27,18,20,10,11,41,26,438,86,124,48,124,48,59,37,65,37,7,9,58,36,0,12,0,12,0,12,314,81,127,46,70,41,57,27,22,19,35,24,187,70,68,39,119,54,438,86,189,67,77,37,54,35,23,15,5,7,18,14,112,58,249,70,174,53,75,40,99,47,24,22,75,42,75,41,438,86,127,49,93,47,34,21,34,21,0,12,311,72,81,45,230,54,217,51,13,14,438,86,26,20,412,86,438,86,251,53,109,50,69,34,56,35,17,18,0,12,0,12,187,70,174,69,13,14,0,12,0,12,0,12,0,12,0,12
450399601002,375,80,224,61,102,40,122,53,7,13,115,52,151,53,151,53,0,12,69,24,41,22,41,22,0,12,0,12,0,12,28,17,28,17,0,12,303,79,180,58,58,35,122,53,7,13,115,52,123,51,123,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,6,3,6,3,6,0,12,0,12,0,12,0,12,0,12,0,12,69,24,41,22,41,22,0,12,0,12,0,12,28,17,28,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,931,225,780,221,270,119,270,119,0,12,35,57,27,45,8,13,475,213,460,201,15,22,151,53,136,64,108,66,108,66,108,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,17,788,213,665,207,155,99,155,99,0,12,35,57,27,45,8,13,475,213,460,201,15,22,123,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,7,11,7,11,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,136,64,108,66,108,66,108,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,224,61,102,40,13,14,6,11,0,12,7,10,89,36,122,53,7,13,7,13,0,12,0,12,7,13,0,12,115,52,41,31,0,12,0,12,41,31,74,39,224,61,102,40,13,14,6,11,0,12,7,10,89,36,122,53,7,13,7,13,0,12,0,12,7,13,0,12,115,52,64,36,6,9,7,10,51,34,51,34,375,80,84,37,84,37,13,14,71,34,7,13,64,36,0,12,0,12,0,12,291,69,140,45,89,36,51,34,0,12,51,34,151,53,65,32,86,45,375,80,201,63,111,40,70,30,41,30,0,12,41,30,90,44,174,52,113,49,32,27,81,40,7,13,74,40,61,32,375,80,135,50,58,39,77,29,77,29,0,12,240,62,93,42,147,54,147,54,0,12,375,80,20,23,355,74,375,80,224,61,119,36,67,35,13,16,17,21,8,10,0,12,151,53,151,53,0,12,0,12,0,12,0,12,0,12,0,12
450399602001,353,89,262,85,205,77,57,55,35,43,22,32,91,68,78,63,13,21,65,42,59,41,59,41,0,12,0,12,0,12,6,10,6,10,0,12,242,84,157,81,127,78,30,34,8,12,22,32,85,69,72,65,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,46,49,46,49,19,29,27,41,27,41,0,12,0,12,0,12,0,12,65,42,59,41,59,41,0,12,0,12,0,12,6,10,6,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1015,308,900,337,680,284,635,264,45,66,170,227,144,188,26,41,50,70,50,70,0,12,115,89,149,106,143,105,143,105,143,105,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,628,257,519,276,440,284,395,254,45,66,29,44,29,44,0,12,50,70,50,70,0,12,109,91,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,238,256,238,256,97,140,97,140,0,12,141,223,115,183,26,41,0,12,0,12,0,12,0,12,149,106,143,105,143,105,143,105,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,262,85,205,77,53,56,29,46,14,24,10,18,152,66,57,55,35,43,27,41,0,12,0,12,27,41,8,12,22,32,4,11,0,12,0,12,4,11,18,29,262,85,205,77,53,56,29,46,14,24,10,18,152,66,57,55,35,43,27,41,0,12,0,12,27,41,8,12,22,32,4,11,0,12,0,12,4,11,18,29,353,89,84,69,84,69,53,56,31,44,27,41,4,11,0,12,0,12,0,12,269,87,178,71,152,66,26,32,8,12,18,29,91,68,13,21,78,63,353,89,103,59,90,54,64,46,26,32,8,12,18,29,13,21,250,95,172,79,141,73,31,44,27,41,4,11,78,63,353,89,69,48,0,12,69,48,69,48,0,12,284,83,78,63,206,74,193,78,13,21,353,89,71,58,282,88,353,89,262,85,128,61,35,47,85,65,14,24,0,12,0,12,91,68,78,63,13,21,0,12,0,12,0,12,0,12,0,12
450399602002,543,110,385,95,250,80,135,82,45,37,90,76,158,84,124,66,34,46,411,94,280,75,198,70,82,71,35,33,47,65,131,76,97,56,34,46,132,50,105,51,52,37,53,41,10,17,43,38,27,35,27,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,411,94,280,75,198,70,82,71,35,33,47,65,131,76,97,56,34,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1260,286,1076,285,617,203,617,203,0,12,163,142,163,142,0,12,296,234,278,217,18,28,184,109,926,198,769,185,511,187,511,187,0,12,115,100,115,100,0,12,143,165,143,165,0,12,157,103,334,195,307,204,106,74,106,74,0,12,48,102,48,102,0,12,153,159,135,133,18,28,27,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,926,198,769,185,511,187,511,187,0,12,115,100,115,100,0,12,143,165,143,165,0,12,157,103,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,385,95,250,80,22,25,0,12,0,12,22,25,228,79,135,82,45,37,11,19,0,12,0,12,11,19,34,33,90,76,60,68,44,64,16,26,0,12,30,29,385,95,250,80,22,25,0,12,0,12,22,25,228,79,135,82,45,37,14,23,3,14,0,12,11,19,31,30,90,76,63,69,44,64,16,26,3,7,27,28,543,110,99,66,99,66,22,25,77,67,14,23,63,69,0,12,0,12,0,12,444,108,286,88,228,79,58,41,31,30,27,28,158,84,107,62,51,52,543,110,225,67,191,64,134,47,57,47,35,33,22,32,34,26,318,116,194,87,116,64,78,73,10,15,68,71,124,80,543,110,161,57,34,26,127,56,127,56,0,12,382,113,90,63,292,95,258,85,34,46,543,110,50,52,493,99,543,110,385,95,317,99,20,23,32,36,16,26,0,12,0,12,158,84,124,66,34,46,0,12,0,12,0,12,0,12,0,12
450399602003,549,121,381,104,319,104,62,41,22,26,40,33,168,98,168,98,0,12,190,68,162,60,152,57,10,19,0,12,10,19,28,24,28,24,0,12,332,99,192,80,140,83,52,35,22,26,30,25,140,96,140,96,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,42,27,42,27,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,190,68,162,60,152,57,10,19,0,12,10,19,28,24,28,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1409,346,1241,362,982,345,982,345,0,12,92,104,92,104,0,12,167,135,154,122,13,22,168,98,576,218,548,214,495,201,495,201,0,12,0,12,0,12,0,12,53,92,40,72,13,22,28,24,767,268,627,290,421,270,421,270,0,12,92,104,92,104,0,12,114,97,114,97,0,12,140,96,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,66,102,66,102,66,102,66,102,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,576,218,548,214,495,201,495,201,0,12,0,12,0,12,0,12,53,92,40,72,13,22,28,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,381,104,319,104,82,54,45,52,0,12,37,35,237,90,62,41,22,26,0,12,0,12,0,12,0,12,22,26,40,33,10,19,0,12,10,19,0,12,30,25,381,104,319,104,100,55,45,52,13,21,42,36,219,85,62,41,22,26,0,12,0,12,0,12,0,12,22,26,40,33,19,26,0,12,10,19,9,16,21,20,549,121,119,59,119,59,100,55,19,26,0,12,19,26,0,12,0,12,0,12,430,108,262,79,219,85,43,32,22,26,21,20,168,98,134,94,34,30,549,121,264,81,230,76,187,83,43,32,22,26,21,20,34,26,285,112,151,67,132,65,19,26,0,12,19,26,134,98,549,121,160,77,27,22,133,72,133,72,0,12,389,132,141,99,248,96,248,96,0,12,549,121,10,19,539,119,549,121,381,104,156,59,175,92,37,32,13,21,0,12,0,12,168,98,168,98,0,12,0,12,0,12,0,12,0,12,0,12
450399603001,535,109,410,99,386,98,24,27,24,27,0,12,125,68,125,68,0,12,492,105,395,98,371,97,24,27,24,27,0,12,97,63,97,63,0,12,43,35,15,23,15,23,0,12,0,12,0,12,28,24,28,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,478,104,395,98,371,97,24,27,24,27,0,12,83,55,83,55,0,12,14,30,0,12,0,12,0,12,0,12,0,12,14,30,14,30,0,12,1046,230,921,234,817,221,817,221,0,12,104,117,104,117,0,12,0,12,0,12,0,12,125,68,982,224,885,229,781,216,781,216,0,12,104,117,104,117,0,12,0,12,0,12,0,12,97,63,64,63,36,57,36,57,36,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,968,225,885,229,781,216,781,216,0,12,104,117,104,117,0,12,0,12,0,12,0,12,83,55,14,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,30,410,99,386,98,18,30,0,12,0,12,18,30,368,102,24,27,24,27,13,20,0,12,0,12,13,20,11,18,0,12,0,12,0,12,0,12,0,12,0,12,410,99,386,98,18,30,0,12,0,12,18,30,368,102,24,27,24,27,13,20,0,12,0,12,13,20,11,18,0,12,0,12,0,12,0,12,0,12,0,12,535,109,31,37,31,37,18,30,13,20,13,20,0,12,0,12,0,12,0,12,504,111,379,103,368,102,11,18,11,18,0,12,125,68,64,39,61,53,535,109,345,82,291,75,267,74,24,27,24,27,0,12,54,39,190,85,119,70,119,70,0,12,0,12,0,12,71,57,535,109,251,72,41,35,210,67,210,67,0,12,284,90,84,59,200,83,200,83,0,12,535,109,0,12,535,109,535,109,410,99,365,102,45,45,0,12,0,12,0,12,0,12,125,68,125,68,0,12,0,12,0,12,0,12,0,12,0,12
450399603002,384,128,175,98,115,67,60,57,27,41,33,42,209,121,209,121,0,12,172,91,102,69,101,69,1,3,1,3,0,12,70,68,70,68,0,12,212,106,73,57,14,12,59,56,26,41,33,42,139,100,139,100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,172,91,102,69,101,69,1,3,1,3,0,12,70,68,70,68,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,872,370,663,392,362,214,362,214,0,12,67,95,67,95,0,12,234,292,234,292,0,12,209,121,404,219,334,216,327,217,327,217,0,12,7,14,7,14,0,12,0,12,0,12,0,12,70,68,468,293,329,297,35,30,35,30,0,12,60,93,60,93,0,12,234,292,234,292,0,12,139,100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,404,219,334,216,327,217,327,217,0,12,7,14,7,14,0,12,0,12,0,12,0,12,70,68,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,175,98,115,67,59,51,9,14,0,12,50,49,56,37,60,57,27,41,27,41,0,12,0,12,27,41,0,12,33,42,0,12,0,12,0,12,0,12,33,42,175,98,115,67,59,51,9,14,0,12,50,49,56,37,60,57,27,41,27,41,0,12,0,12,27,41,0,12,33,42,17,34,0,12,0,12,17,34,16,26,384,128,103,76,103,76,59,51,44,50,27,41,17,34,0,12,0,12,0,12,281,105,72,47,56,37,16,26,0,12,16,26,209,121,27,32,182,114,384,128,163,87,60,55,43,39,17,34,0,12,17,34,103,80,221,119,115,76,72,51,43,50,27,41,16,26,106,98,384,128,137,84,80,70,57,55,57,55,0,12,247,121,129,101,118,76,118,76,0,12,384,128,0,12,384,128,384,128,175,98,82,59,26,30,47,49,20,34,0,12,0,12,209,121,209,121,0,12,0,12,0,12,0,12,0,12,0,12
