census_block_group,B14002e1,B14002m1,B14002e2,B14002m2,B14002e3,B14002m3,B14002e4,B14002m4,B14002e5,B14002m5,B14002e6,B14002m6,B14002e7,B14002m7,B14002e8,B14002m8,B14002e9,B14002m9,B14002e10,B14002m10,B14002e11,B14002m11,B14002e12,B14002m12,B14002e13,B14002m13,B14002e14,B14002m14,B14002e15,B14002m15,B14002e16,B14002m16,B14002e17,B14002m17,B14002e18,B14002m18,B14002e19,B14002m19,B14002e20,B14002m20,B14002e21,B14002m21,B14002e22,B14002m22,B14002e23,B14002m23,B14002e24,B14002m24,B14002e25,B14002m25,B14002e26,B14002m26,B14002e27,B14002m27,B14002e28,B14002m28,B14002e29,B14002m29,B14002e30,B14002m30,B14002e31,B14002m31,B14002e32,B14002m32,B14002e33,B14002m33,B14002e34,B14002m34,B14002e35,B14002m35,B14002e36,B14002m36,B14002e37,B14002m37,B14002e38,B14002m38,B14002e39,B14002m39,B14002e40,B14002m40,B14002e41,B14002m41,B14002e42,B14002m42,B14002e43,B14002m43,B14002e44,B14002m44,B14002e45,B14002m45,B14002e46,B14002m46,B14002e47,B14002m47,B14002e48,B14002m48,B14002e49,B14002m49,B14005e1,B14005m1,B14005e2,B14005m2,B14005e3,B14005m3,B14005e4,B14005m4,B14005e5,B14005m5,B14005e6,B14005m6,B14005e7,B14005m7,B14005e8,B14005m8,B14005e9,B14005m9,B14005e10,B14005m10,B14005e11,B14005m11,B14005e12,B14005m12,B14005e13,B14005m13,B14005e14,B14005m14,B14005e15,B14005m15,B14005e16,B14005m16,B14005e17,B14005m17,B14005e18,B14005m18,B14005e19,B14005m19,B14005e20,B14005m20,B14005e21,B14005m21,B14005e22,B14005m22,B14005e23,B14005m23,B14005e24,B14005m24,B14005e25,B14005m25,B14005e26,B14005m26,B14005e27,B14005m27,B14005e28,B14005m28,B14005e29,B14005m29,B14007e1,B14007m1,B14007e2,B14007m2,B14007e3,B14007m3,B14007e4,B14007m4,B14007e5,B14007m5,B14007e6,B14007m6,B14007e7,B14007m7,B14007e8,B14007m8,B14007e9,B14007m9,B14007e10,B14007m10,B14007e11,B14007m11,B14007e12,B14007m12,B14007e13,B14007m13,B14007e14,B14007m14,B14007e15,B14007m15,B14007e16,B14007m16,B14007e17,B14007m17,B14007e18,B14007m18,B14007e19,B14007m19,B14007Ae1,B14007Am1,B14007Ae2,B14007Am2,B14007Ae3,B14007Am3,B14007Ae4,B14007Am4,B14007Ae5,B14007Am5,B14007Ae6,B14007Am6,B14007Ae7,B14007Am7,B14007Ae8,B14007Am8,B14007Ae9,B14007Am9,B14007Ae10,B14007Am10,B14007Ae11,B14007Am11,B14007Ae12,B14007Am12,B14007Ae13,B14007Am13,B14007Ae14,B14007Am14,B14007Ae15,B14007Am15,B14007Ae16,B14007Am16,B14007Ae17,B14007Am17,B14007Ae18,B14007Am18,B14007Ae19,B14007Am19,B14007Be1,B14007Bm1,B14007Be2,B14007Bm2,B14007Be3,B14007Bm3,B14007Be4,B14007Bm4,B14007Be5,B14007Bm5,B14007Be6,B14007Bm6,B14007Be7,B14007Bm7,B14007Be8,B14007Bm8,B14007Be9,B14007Bm9,B14007Be10,B14007Bm10,B14007Be11,B14007Bm11,B14007Be12,B14007Bm12,B14007Be13,B14007Bm13,B14007Be14,B14007Bm14,B14007Be15,B14007Bm15,B14007Be16,B14007Bm16,B14007Be17,B14007Bm17,B14007Be18,B14007Bm18,B14007Be19,B14007Bm19,B14007Ce1,B14007Cm1,B14007Ce2,B14007Cm2,B14007Ce3,B14007Cm3,B14007Ce4,B14007Cm4,B14007Ce5,B14007Cm5,B14007Ce6,B14007Cm6,B14007Ce7,B14007Cm7,B14007Ce8,B14007Cm8,B14007Ce9,B14007Cm9,B14007Ce10,B14007Cm10,B14007Ce11,B14007Cm11,B14007Ce12,B14007Cm12,B14007Ce13,B14007Cm13,B14007Ce14,B14007Cm14,B14007Ce15,B14007Cm15,B14007Ce16,B14007Cm16,B14007Ce17,B14007Cm17,B14007Ce18,B14007Cm18,B14007Ce19,B14007Cm19,B14007De1,B14007Dm1,B14007De2,B14007Dm2,B14007De3,B14007Dm3,B14007De4,B14007Dm4,B14007De5,B14007Dm5,B14007De6,B14007Dm6,B14007De7,B14007Dm7,B14007De8,B14007Dm8,B14007De9,B14007Dm9,B14007De10,B14007Dm10,B14007De11,B14007Dm11,B14007De12,B14007Dm12,B14007De13,B14007Dm13,B14007De14,B14007Dm14,B14007De15,B14007Dm15,B14007De16,B14007Dm16,B14007De17,B14007Dm17,B14007De18,B14007Dm18,B14007De19,B14007Dm19,B14007Ee1,B14007Em1,B14007Ee2,B14007Em2,B14007Ee3,B14007Em3,B14007Ee4,B14007Em4,B14007Ee5,B14007Em5,B14007Ee6,B14007Em6,B14007Ee7,B14007Em7,B14007Ee8,B14007Em8,B14007Ee9,B14007Em9,B14007Ee10,B14007Em10,B14007Ee11,B14007Em11,B14007Ee12,B14007Em12,B14007Ee13,B14007Em13,B14007Ee14,B14007Em14,B14007Ee15,B14007Em15,B14007Ee16,B14007Em16,B14007Ee17,B14007Em17,B14007Ee18,B14007Em18,B14007Ee19,B14007Em19,B14007Fe1,B14007Fm1,B14007Fe2,B14007Fm2,B14007Fe3,B14007Fm3,B14007Fe4,B14007Fm4,B14007Fe5,B14007Fm5,B14007Fe6,B14007Fm6,B14007Fe7,B14007Fm7,B14007Fe8,B14007Fm8,B14007Fe9,B14007Fm9,B14007Fe10,B14007Fm10,B14007Fe11,B14007Fm11,B14007Fe12,B14007Fm12,B14007Fe13,B14007Fm13,B14007Fe14,B14007Fm14,B14007Fe15,B14007Fm15,B14007Fe16,B14007Fm16,B14007Fe17,B14007Fm17,B14007Fe18,B14007Fm18,B14007Fe19,B14007Fm19,B14007Ge1,B14007Gm1,B14007Ge2,B14007Gm2,B14007Ge3,B14007Gm3,B14007Ge4,B14007Gm4,B14007Ge5,B14007Gm5,B14007Ge6,B14007Gm6,B14007Ge7,B14007Gm7,B14007Ge8,B14007Gm8,B14007Ge9,B14007Gm9,B14007Ge10,B14007Gm10,B14007Ge11,B14007Gm11,B14007Ge12,B14007Gm12,B14007Ge13,B14007Gm13,B14007Ge14,B14007Gm14,B14007Ge15,B14007Gm15,B14007Ge16,B14007Gm16,B14007Ge17,B14007Gm17,B14007Ge18,B14007Gm18,B14007Ge19,B14007Gm19,B14007He1,B14007Hm1,B14007He2,B14007Hm2,B14007He3,B14007Hm3,B14007He4,B14007Hm4,B14007He5,B14007Hm5,B14007He6,B14007Hm6,B14007He7,B14007Hm7,B14007He8,B14007Hm8,B14007He9,B14007Hm9,B14007He10,B14007Hm10,B14007He11,B14007Hm11,B14007He12,B14007Hm12,B14007He13,B14007Hm13,B14007He14,B14007Hm14,B14007He15,B14007Hm15,B14007He16,B14007Hm16,B14007He17,B14007Hm17,B14007He18,B14007Hm18,B14007He19,B14007Hm19,B14007Ie1,B14007Im1,B14007Ie2,B14007Im2,B14007Ie3,B14007Im3,B14007Ie4,B14007Im4,B14007Ie5,B14007Im5,B14007Ie6,B14007Im6,B14007Ie7,B14007Im7,B14007Ie8,B14007Im8,B14007Ie9,B14007Im9,B14007Ie10,B14007Im10,B14007Ie11,B14007Im11,B14007Ie12,B14007Im12,B14007Ie13,B14007Im13,B14007Ie14,B14007Im14,B14007Ie15,B14007Im15,B14007Ie16,B14007Im16,B14007Ie17,B14007Im17,B14007Ie18,B14007Im18,B14007Ie19,B14007Im19
450399601001,1057,200,464,121,65,39,6,9,6,9,0,12,13,19,13,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,27,33,27,0,12,11,17,11,17,0,12,2,3,0,12,2,3,399,103,593,132,207,87,30,30,30,30,0,12,10,14,10,14,0,12,36,25,32,24,4,7,14,15,10,14,4,6,55,35,55,35,0,12,62,48,46,44,16,18,0,12,0,12,0,12,386,94,90,42,38,31,33,30,0,12,0,12,33,30,5,7,4,6,4,6,0,12,0,12,1,2,0,12,0,12,1,2,52,32,52,32,0,12,7,11,45,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1057,200,272,103,36,31,23,24,4,7,0,12,32,24,0,12,10,14,4,6,0,12,0,12,20,21,24,22,30,27,14,20,73,48,2,3,785,150,111,66,26,22,0,12,0,12,4,7,0,12,0,12,0,12,0,12,4,6,0,12,0,12,0,12,0,12,0,12,0,12,16,19,2,3,85,57,925,205,230,102,36,31,23,24,0,12,0,12,32,24,0,12,10,14,0,12,0,12,0,12,11,16,17,20,30,27,14,20,57,47,0,12,695,147,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,2,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,2,20,28,16,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,12,7,10,0,12,0,12,0,12,0,12,4,6,109,66,26,22,0,12,0,12,4,7,0,12,0,12,0,12,0,12,4,6,0,12,0,12,0,12,0,12,0,12,0,12,16,19,2,3,83,57,3,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,5
450399601002,904,213,433,129,167,78,0,12,0,12,0,12,13,18,13,18,0,12,54,45,54,45,0,12,52,51,52,51,0,12,35,32,26,30,9,13,13,16,13,16,0,12,0,12,0,12,0,12,266,82,471,112,74,41,0,12,0,12,0,12,0,12,0,12,0,12,10,15,10,15,0,12,0,12,0,12,0,12,43,33,43,33,0,12,17,18,17,18,0,12,4,6,4,6,0,12,397,95,57,35,40,33,30,29,17,26,0,12,13,15,10,16,10,16,10,16,0,12,0,12,0,12,0,12,0,12,0,12,17,17,17,17,9,12,0,12,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,904,213,241,106,0,12,13,18,9,15,11,15,22,26,22,22,13,18,14,22,11,17,14,22,20,24,14,16,26,29,18,21,30,23,4,6,663,151,128,50,10,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,11,0,12,4,6,118,45,773,207,228,101,0,12,13,18,9,15,11,15,22,26,22,22,13,18,14,22,11,17,14,22,20,24,14,16,26,29,12,16,27,22,0,12,545,152,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,6,3,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,6,0,12,0,12,128,50,10,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,11,0,12,4,6,118,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
450399602001,1003,303,379,130,10,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,18,10,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,369,126,624,252,149,108,0,12,0,12,0,12,36,58,36,58,0,12,0,12,0,12,0,12,19,31,19,31,0,12,61,76,61,76,0,12,33,49,0,12,33,49,0,12,0,12,0,12,475,162,46,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,46,53,46,53,0,12,0,12,46,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1003,303,159,116,0,12,36,58,0,12,0,12,0,12,0,12,0,12,0,12,19,31,0,12,48,71,10,18,13,23,0,12,33,49,0,12,844,223,149,106,29,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,31,0,12,0,12,10,18,0,12,0,12,0,12,0,12,120,77,688,249,55,63,0,12,36,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,17,0,12,13,23,0,12,0,12,0,12,633,221,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,166,172,75,81,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,69,0,12,0,12,0,12,33,49,0,12,91,100,149,106,29,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,31,0,12,0,12,10,18,0,12,0,12,0,12,0,12,120,77,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
450399602002,1171,261,641,167,85,79,0,12,0,12,0,12,24,37,24,37,0,12,10,18,10,18,0,12,24,37,24,37,0,12,27,29,27,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,556,131,530,143,73,61,16,29,16,29,0,12,0,12,0,12,0,12,6,14,6,14,0,12,0,12,0,12,0,12,16,28,16,28,0,12,35,50,35,50,0,12,0,12,0,12,0,12,457,131,62,73,27,29,27,29,11,18,16,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,50,35,50,35,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1171,261,158,123,16,29,24,37,0,12,10,18,0,12,6,14,24,37,0,12,0,12,0,12,0,12,11,18,16,24,16,28,35,50,0,12,1013,214,843,182,78,73,0,12,0,12,0,12,10,18,0,12,6,14,0,12,0,12,0,12,0,12,0,12,11,18,16,24,0,12,35,50,0,12,765,165,328,184,80,103,16,29,24,37,0,12,0,12,0,12,0,12,24,37,0,12,0,12,0,12,0,12,0,12,0,12,16,28,0,12,0,12,248,117,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,843,182,78,73,0,12,0,12,0,12,10,18,0,12,6,14,0,12,0,12,0,12,0,12,0,12,11,18,16,24,0,12,35,50,0,12,765,165,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
450399602003,1414,322,872,224,118,79,0,12,0,12,0,12,45,65,45,65,0,12,11,17,0,12,11,17,33,36,12,22,21,27,25,39,25,39,0,12,0,12,0,12,0,12,4,10,4,10,0,12,754,193,542,157,36,37,0,12,0,12,0,12,0,12,0,12,0,12,18,27,0,12,18,27,10,19,0,12,10,19,8,13,0,12,8,13,0,12,0,12,0,12,0,12,0,12,0,12,506,145,61,61,39,51,25,39,0,12,0,12,25,39,14,17,7,12,0,12,0,12,7,12,7,12,0,12,7,12,0,12,22,33,0,12,0,12,0,12,0,12,22,33,0,12,0,12,0,12,0,12,22,33,0,12,0,12,22,33,1414,322,154,83,0,12,45,65,18,27,0,12,0,12,11,17,20,29,12,22,0,12,11,17,8,13,0,12,25,39,0,12,0,12,4,10,1260,289,601,207,111,78,0,12,45,65,0,12,0,12,0,12,11,17,20,29,12,22,0,12,11,17,8,13,0,12,0,12,0,12,0,12,4,10,490,165,756,241,43,49,0,12,0,12,18,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,39,0,12,0,12,0,12,713,222,30,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,601,207,111,78,0,12,45,65,0,12,0,12,0,12,11,17,20,29,12,22,0,12,11,17,8,13,0,12,0,12,0,12,0,12,4,10,490,165,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
450399603001,1046,230,498,123,61,65,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,58,36,58,0,12,25,27,12,20,13,20,437,96,548,138,55,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,43,29,43,0,12,15,25,15,25,0,12,0,12,0,12,0,12,11,20,11,20,0,12,493,120,15,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,25,15,25,0,12,0,12,15,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1046,230,116,96,0,12,0,12,0,12,0,12,0,12,0,12,29,43,0,12,0,12,0,12,0,12,0,12,0,12,15,25,36,58,36,43,930,196,982,224,116,96,0,12,0,12,0,12,0,12,0,12,0,12,29,43,0,12,0,12,0,12,0,12,0,12,0,12,15,25,36,58,36,43,866,188,64,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,64,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,968,225,116,96,0,12,0,12,0,12,0,12,0,12,0,12,29,43,0,12,0,12,0,12,0,12,0,12,0,12,15,25,36,58,36,43,852,188,14,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,30
450399603002,888,370,450,245,162,117,0,12,0,12,0,12,3,6,0,12,3,6,34,54,34,54,0,12,50,66,32,55,18,28,75,95,73,95,2,4,0,12,0,12,0,12,0,12,0,12,0,12,288,161,438,189,15,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,9,3,6,4,6,5,8,5,8,0,12,3,5,3,5,0,12,0,12,0,12,0,12,423,189,29,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,45,3,5,3,5,0,12,0,12,26,44,26,44,26,44,0,12,0,12,0,12,0,12,0,12,0,12,888,370,177,118,0,12,3,6,0,12,0,12,34,54,0,12,0,12,32,55,22,29,3,6,48,56,32,42,0,12,0,12,3,5,0,12,711,285,412,218,106,92,0,12,3,6,0,12,0,12,0,12,0,12,0,12,0,12,22,29,3,6,48,56,30,41,0,12,0,12,0,12,0,12,306,152,475,293,71,73,0,12,0,12,0,12,0,12,34,54,0,12,0,12,32,55,0,12,0,12,0,12,2,5,0,12,0,12,3,5,0,12,404,242,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,3,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,3,412,218,106,92,0,12,3,6,0,12,0,12,0,12,0,12,0,12,0,12,22,29,3,6,48,56,30,41,0,12,0,12,0,12,0,12,306,152,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
450399603003,1428,353,701,227,165,111,0,12,0,12,0,12,0,12,0,12,0,12,29,49,29,49,0,12,61,86,61,86,0,12,75,50,75,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,536,186,727,228,111,78,0,12,0,12,0,12,36,61,36,61,0,12,0,12,0,12,0,12,75,89,75,89,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,616,201,43,32,43,32,43,32,43,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1428,353,276,141,0,12,36,61,29,49,0,12,0,12,0,12,29,43,61,86,0,12,46,76,32,46,0,12,43,32,0,12,0,12,0,12,1152,319,588,242,104,89,0,12,0,12,0,12,0,12,0,12,0,12,0,12,61,86,0,12,0,12,0,12,0,12,43,32,0,12,0,12,0,12,484,201,840,282,172,119,0,12,36,61,29,49,0,12,0,12,0,12,29,43,0,12,0,12,46,76,32,46,0,12,0,12,0,12,0,12,0,12,668,248,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,588,242,104,89,0,12,0,12,0,12,0,12,0,12,0,12,0,12,61,86,0,12,0,12,0,12,0,12,43,32,0,12,0,12,0,12,484,201,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
450399603004,2242,482,1139,271,367,193,0,12,0,12,0,12,0,12,0,12,0,12,138,125,138,125,0,12,25,34,25,34,0,12,42,42,42,42,0,12,82,89,82,89,0,12,80,113,80,113,0,12,772,194,1103,288,298,146,0,12,0,12,0,12,34,50,34,50,0,12,109,95,103,96,6,11,4,8,4,8,0,12,71,83,39,61,32,46,78,75,20,32,58,71,2,3,0,12,2,3,805,218,42,46,31,39,31,39,18,32,0,12,13,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,22,11,22,0,12,0,12,11,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2242,482,665,261,0,12,34,50,16,18,80,99,133,128,18,24,13,14,16,31,0,12,0,12,51,59,40,46,0,12,22,35,160,158,82,113,1577,366,802,274,169,109,0,12,2,3,2,6,80,99,22,37,4,8,4,8,0,12,0,12,0,12,26,43,0,12,0,12,4,9,21,32,4,7,633,205,1212,346,341,159,0,12,32,50,14,17,0,12,111,130,14,21,9,15,16,31,0,12,0,12,25,36,40,46,0,12,0,12,2,3,78,113,871,282,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,45,78,18,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,32,0,12,0,12,27,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,11,179,172,137,157,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,137,157,0,12,42,63,802,274,169,109,0,12,2,3,2,6,80,99,22,37,4,8,4,8,0,12,0,12,0,12,26,43,0,12,0,12,4,9,21,32,4,7,633,205,4,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,11
