census_block_group,B99011e1,B99011m1,B99011e2,B99011m2,B99011e3,B99011m3,B99012e1,B99012m1,B99012e2,B99012m2,B99012e3,B99012m3,B99021e1,B99021m1,B99021e2,B99021m2,B99021e3,B99021m3,B99031e1,B99031m1,B99031e2,B99031m2,B99031e3,B99031m3,B99051e1,B99051m1,B99051e2,B99051m2,B99051e3,B99051m3,B99051e4,B99051m4,B99051e5,B99051m5,B99051e6,B99051m6,B99051e7,B99051m7,B99052e1,B99052m1,B99052e2,B99052m2,B99052e3,B99052m3,B99052e4,B99052m4,B99052e5,B99052m5,B99052e6,B99052m6,B99052e7,B99052m7,B99052PRe1,B99052PRm1,B99052PRe2,B99052PRm2,B99052PRe3,B99052PRm3,B99052PRe4,B99052PRm4,B99052PRe5,B99052PRm5,B99052PRe6,B99052PRm6,B99052PRe7,B99052PRm7,B99053e1,B99053m1,B99053e2,B99053m2,B99053e3,B99053m3,B99061e1,B99061m1,B99061e2,B99061m2,B99061e3,B99061m3,B99071e1,B99071m1,B99071e2,B99071m2,B99071e3,B99071m3,B99072e1,B99072m1,B99072e2,B99072m2,B99072e3,B99072m3,B99072e4,B99072m4,B99072e5,B99072m5,B99072e6,B99072m6,B99072e7,B99072m7,B99080e1,B99080m1,B99080e2,B99080m2,B99080e3,B99080m3,B99081e1,B99081m1,B99081e2,B99081m2,B99081e3,B99081m3,B99081e4,B99081m4,B99081e5,B99081m5,B99082e1,B99082m1,B99082e2,B99082m2,B99082e3,B99082m3,B99082e4,B99082m4,B99082e5,B99082m5,B99083e1,B99083m1,B99083e2,B99083m2,B99083e3,B99083m3,B99083e4,B99083m4,B99083e5,B99083m5,B99084e1,B99084m1,B99084e2,B99084m2,B99084e3,B99084m3,B99084e4,B99084m4,B99084e5,B99084m5,B99092e1,B99092m1,B99092e2,B99092m2,B99092e3,B99092m3,B99102e1,B99102m1,B99102e2,B99102m2,B99102e3,B99102m3,B99103e1,B99103m1,B99103e2,B99103m2,B99103e3,B99103m3,B99104e1,B99104m1,B99104e2,B99104m2,B99104e3,B99104m3,B99104e4,B99104m4,B99104e5,B99104m5,B99104e6,B99104m6,B99104e7,B99104m7,B99121e1,B99121m1,B99121e2,B99121m2,B99121e3,B99121m3,B99141e1,B99141m1,B99141e2,B99141m2,B99141e3,B99141m3,B99142e1,B99142m1,B99142e2,B99142m2,B99142e3,B99142m3,B99151e1,B99151m1,B99151e2,B99151m2,B99151e3,B99151m3,B99152e1,B99152m1,B99152e2,B99152m2,B99152e3,B99152m3,B99161e1,B99161m1,B99161e2,B99161m2,B99161e3,B99161m3,B99162e1,B99162m1,B99162e2,B99162m2,B99162e3,B99162m3,B99162e4,B99162m4,B99162e5,B99162m5,B99162e6,B99162m6,B99162e7,B99162m7,B99163e1,B99163m1,B99163e2,B99163m2,B99163e3,B99163m3,B99163e4,B99163m4,B99163e5,B99163m5,B99171e1,B99171m1,B99171e2,B99171m2,B99171e3,B99171m3,B99171e4,B99171m4,B99171e5,B99171m5,B99171e6,B99171m6,B99171e7,B99171m7,B99171e8,B99171m8,B99171e9,B99171m9,B99171e10,B99171m10,B99171e11,B99171m11,B99171e12,B99171m12,B99171e13,B99171m13,B99171e14,B99171m14,B99171e15,B99171m15,B99172e1,B99172m1,B99172e2,B99172m2,B99172e3,B99172m3,B99172e4,B99172m4,B99172e5,B99172m5,B99172e6,B99172m6,B99172e7,B99172m7,B99172e8,B99172m8,B99172e9,B99172m9,B99172e10,B99172m10,B99172e11,B99172m11,B99172e12,B99172m12,B99172e13,B99172m13,B99172e14,B99172m14,B99172e15,B99172m15,B99191e1,B99191m1,B99191e2,B99191m2,B99191e3,B99191m3,B99191e4,B99191m4,B99191e5,B99191m5,B99191e6,B99191m6,B99191e7,B99191m7,B99191e8,B99191m8,B99192e1,B99192m1,B99192e2,B99192m2,B99192e3,B99192m3,B99192e4,B99192m4,B99192e5,B99192m5,B99192e6,B99192m6,B99192e7,B99192m7,B99192e8,B99192m8,B99193e1,B99193m1,B99193e2,B99193m2,B99193e3,B99193m3,B99193e4,B99193m4,B99193e5,B99193m5,B99193e6,B99193m6,B99193e7,B99193m7,B99193e8,B99193m8,B99194e1,B99194m1,B99194e2,B99194m2,B99194e3,B99194m3,B99194e4,B99194m4,B99194e5,B99194m5,B99194e6,B99194m6,B99194e7,B99194m7,B99194e8,B99194m8,B99201e1,B99201m1,B99201e2,B99201m2,B99201e3,B99201m3,B99201e4,B99201m4,B99201e5,B99201m5,B99201e6,B99201m6,B99201e7,B99201m7,B99201e8,B99201m8,B99211e1,B99211m1,B99211e2,B99211m2,B99211e3,B99211m3,B99212e1,B99212m1,B99212e2,B99212m2,B99212e3,B99212m3,B99231e1,B99231m1,B99231e2,B99231m2,B99231e3,B99231m3,B99232e1,B99232m1,B99232e2,B99232m2,B99232e3,B99232m3,B99233e1,B99233m1,B99233e2,B99233m2,B99233e3,B99233m3,B99233e4,B99233m4,B99233e5,B99233m5,B99234e1,B99234m1,B99234e2,B99234m2,B99234e3,B99234m3,B99234e4,B99234m4,B99234e5,B99234m5,B99241e1,B99241m1,B99241e2,B99241m2,B99241e3,B99241m3,B99242e1,B99242m1,B99242e2,B99242m2,B99242e3,B99242m3,B99243e1,B99243m1,B99243e2,B99243m2,B99243e3,B99243m3,B992510e1,B992510m1,B992510e2,B992510m2,B992510e3,B992510m3,B992511e1,B992511m1,B992511e2,B992511m2,B992511e3,B992511m3,B992512e1,B992512m1,B992512e2,B992512m2,B992512e3,B992512m3,B992513e1,B992513m1,B992513e2,B992513m2,B992513e3,B992513m3,B992514e1,B992514m1,B992514e2,B992514m2,B992514e3,B992514m3,B992515e1,B992515m1,B992515e2,B992515m2,B992515e3,B992515m3,B992516e1,B992516m1,B992516e2,B992516m2,B992516e3,B992516m3,B992518e1,B992518m1,B992518e2,B992518m2,B992518e3,B992518m3,B992519e1,B992519m1,B992519e2,B992519m2,B992519e3,B992519m3,B99252e1,B99252m1,B99252e2,B99252m2,B99252e3,B99252m3,B992520e1,B992520m1,B992520e2,B992520m2,B992520e3,B992520m3,B992521e1,B992521m1,B992521e2,B992521m2,B992521e3,B992521m3,B992522e1,B992522m1,B992522e2,B992522m2,B992522e3,B992522m3,B992522e4,B992522m4,B992522e5,B992522m5,B992522e6,B992522m6,B992522e7,B992522m7,B99253e1,B99253m1,B99253e2,B99253m2,B99253e3,B99253m3,B99254e1,B99254m1,B99254e2,B99254m2,B99254e3,B99254m3,B99255e1,B99255m1,B99255e2,B99255m2,B99255e3,B99255m3,B99256e1,B99256m1,B99256e2,B99256m2,B99256e3,B99256m3,B99257e1,B99257m1,B99257e2,B99257m2,B99257e3,B99257m3,B99258e1,B99258m1,B99258e2,B99258m2,B99258e3,B99258m3,B99259e1,B99259m1,B99259e2,B99259m2,B99259e3,B99259m3
450399601001,1101,-1,9,-1,1092,-1,1101,-1,17,-1,1084,-1,1101,-1,17,-1,1084,-1,1101,-1,91,-1,1010,-1,1101,-1,1092,-1,62,-1,1030,-1,9,-1,0,-1,9,-1,19,-1,10,-1,0,-1,10,-1,9,-1,6,-1,3,-1,,,,,,,,,,,,,,,0,-1,0,-1,0,-1,1101,-1,104,-1,997,-1,1091,-1,85,-1,1006,-1,1091,-1,39,-1,6,-1,0,-1,6,-1,33,-1,1052,-1,459,-1,74,-1,385,-1,459,-1,88,-1,10,-1,78,-1,371,-1,459,-1,457,-1,74,-1,383,-1,2,-1,459,-1,459,-1,121,-1,338,-1,0,-1,459,-1,459,-1,79,-1,380,-1,0,-1,1096,-1,29,-1,1067,-1,716,-1,21,-1,695,-1,72,-1,21,-1,51,-1,716,-1,72,-1,23,-1,12,-1,11,-1,49,-1,644,-1,928,-1,57,-1,871,-1,1057,-1,62,-1,995,-1,272,-1,27,-1,245,-1,781,-1,35,-1,746,-1,53,-1,4,-1,49,-1,1030,-1,104,-1,926,-1,1030,-1,1027,-1,3,-1,0,-1,0,-1,0,-1,3,-1,1030,-1,1027,-1,3,-1,0,-1,3,-1,224,-1,74,-1,0,-1,0,-1,0,-1,0,-1,0,-1,19,-1,73,-1,14,-1,0,-1,0,-1,0,-1,0,-1,44,-1,251,-1,50,-1,0,-1,0,-1,0,-1,0,-1,9,-1,11,-1,49,-1,0,-1,7,-1,11,-1,13,-1,23,-1,78,-1,928,-1,563,-1,54,-1,0,-1,0,-1,0,-1,6,-1,305,-1,438,-1,223,-1,14,-1,7,-1,5,-1,19,-1,32,-1,138,-1,251,-1,99,-1,0,-1,7,-1,11,-1,13,-1,32,-1,89,-1,187,-1,124,-1,14,-1,0,-1,0,-1,0,-1,0,-1,49,-1,921,-1,644,-1,35,-1,0,-1,0,-1,0,-1,0,-1,242,-1,874,-1,79,-1,795,-1,75,-1,6,-1,69,-1,921,-1,101,-1,820,-1,921,-1,120,-1,801,-1,921,-1,493,-1,76,-1,417,-1,428,-1,921,-1,493,-1,90,-1,403,-1,428,-1,459,-1,68,-1,391,-1,459,-1,68,-1,391,-1,459,-1,68,-1,391,-1,624,-1,41,-1,583,-1,438,-1,29,-1,409,-1,438,-1,11,-1,427,-1,438,-1,11,-1,427,-1,85,-1,10,-1,75,-1,130,-1,24,-1,106,-1,0,-1,0,-1,0,-1,130,-1,43,-1,87,-1,308,-1,120,-1,188,-1,438,-1,11,-1,427,-1,0,-1,0,-1,0,-1,308,-1,6,-1,302,-1,308,-1,99,-1,54,-1,45,-1,209,-1,78,-1,131,-1,186,-1,0,-1,186,-1,624,-1,88,-1,536,-1,624,-1,9,-1,615,-1,624,-1,145,-1,479,-1,438,-1,5,-1,433,-1,624,-1,85,-1,539,-1,624,-1,30,-1,594,-1
450399601002,931,-1,0,-1,931,-1,931,-1,0,-1,931,-1,931,-1,2,-1,929,-1,931,-1,37,-1,894,-1,931,-1,927,-1,39,-1,888,-1,4,-1,0,-1,4,-1,4,-1,0,-1,0,-1,0,-1,4,-1,0,-1,4,-1,,,,,,,,,,,,,,,4,-1,0,-1,4,-1,931,-1,118,-1,813,-1,919,-1,45,-1,874,-1,919,-1,11,-1,0,-1,0,-1,0,-1,11,-1,908,-1,400,-1,27,-1,373,-1,400,-1,28,-1,0,-1,28,-1,372,-1,400,-1,385,-1,30,-1,355,-1,15,-1,400,-1,395,-1,58,-1,337,-1,5,-1,400,-1,395,-1,21,-1,374,-1,5,-1,931,-1,12,-1,919,-1,587,-1,4,-1,583,-1,25,-1,0,-1,25,-1,587,-1,25,-1,10,-1,0,-1,10,-1,15,-1,562,-1,749,-1,51,-1,698,-1,904,-1,56,-1,848,-1,241,-1,31,-1,210,-1,618,-1,23,-1,595,-1,97,-1,12,-1,85,-1,904,-1,48,-1,856,-1,904,-1,894,-1,10,-1,10,-1,0,-1,10,-1,0,-1,904,-1,894,-1,10,-1,0,-1,10,-1,174,-1,31,-1,0,-1,0,-1,0,-1,0,-1,0,-1,23,-1,87,-1,0,-1,0,-1,0,-1,0,-1,0,-1,33,-1,224,-1,16,-1,0,-1,0,-1,0,-1,6,-1,0,-1,11,-1,115,-1,8,-1,0,-1,0,-1,0,-1,16,-1,52,-1,749,-1,523,-1,11,-1,0,-1,0,-1,0,-1,13,-1,202,-1,375,-1,226,-1,8,-1,0,-1,0,-1,6,-1,16,-1,119,-1,224,-1,131,-1,8,-1,0,-1,0,-1,6,-1,16,-1,63,-1,151,-1,95,-1,0,-1,0,-1,0,-1,0,-1,0,-1,56,-1,730,-1,576,-1,14,-1,0,-1,0,-1,0,-1,0,-1,140,-1,687,-1,38,-1,649,-1,29,-1,7,-1,22,-1,730,-1,58,-1,672,-1,730,-1,63,-1,667,-1,730,-1,444,-1,37,-1,407,-1,286,-1,730,-1,444,-1,57,-1,387,-1,286,-1,406,-1,37,-1,369,-1,406,-1,47,-1,359,-1,406,-1,37,-1,369,-1,523,-1,20,-1,503,-1,375,-1,22,-1,353,-1,375,-1,0,-1,375,-1,375,-1,0,-1,375,-1,23,-1,0,-1,23,-1,82,-1,0,-1,82,-1,9,-1,0,-1,9,-1,82,-1,10,-1,72,-1,293,-1,77,-1,216,-1,375,-1,0,-1,375,-1,0,-1,0,-1,0,-1,293,-1,7,-1,286,-1,293,-1,138,-1,86,-1,52,-1,155,-1,86,-1,69,-1,148,-1,0,-1,148,-1,523,-1,52,-1,471,-1,523,-1,3,-1,520,-1,523,-1,57,-1,466,-1,375,-1,13,-1,362,-1,523,-1,49,-1,474,-1,523,-1,20,-1,503,-1
450399602001,1015,-1,0,-1,1015,-1,1015,-1,28,-1,987,-1,1015,-1,0,-1,1015,-1,1015,-1,120,-1,895,-1,1015,-1,1015,-1,24,-1,991,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,,,,,,,,,,,,,,,0,-1,0,-1,0,-1,1015,-1,57,-1,958,-1,1015,-1,83,-1,932,-1,1015,-1,16,-1,0,-1,0,-1,0,-1,16,-1,999,-1,417,-1,17,-1,400,-1,417,-1,31,-1,0,-1,31,-1,386,-1,417,-1,371,-1,17,-1,354,-1,46,-1,417,-1,390,-1,63,-1,327,-1,27,-1,417,-1,390,-1,49,-1,341,-1,27,-1,1015,-1,0,-1,1015,-1,661,-1,15,-1,646,-1,0,-1,0,-1,0,-1,661,-1,0,-1,0,-1,0,-1,0,-1,0,-1,661,-1,888,-1,39,-1,849,-1,1003,-1,27,-1,976,-1,159,-1,0,-1,159,-1,688,-1,15,-1,673,-1,122,-1,6,-1,116,-1,955,-1,26,-1,929,-1,955,-1,955,-1,0,-1,0,-1,0,-1,0,-1,0,-1,955,-1,955,-1,0,-1,0,-1,0,-1,186,-1,26,-1,28,-1,0,-1,0,-1,0,-1,0,-1,37,-1,6,-1,0,-1,0,-1,0,-1,0,-1,0,-1,89,-1,262,-1,0,-1,12,-1,0,-1,0,-1,0,-1,0,-1,0,-1,86,-1,0,-1,14,-1,11,-1,18,-1,8,-1,113,-1,888,-1,414,-1,86,-1,0,-1,0,-1,7,-1,0,-1,381,-1,353,-1,92,-1,40,-1,14,-1,11,-1,18,-1,8,-1,170,-1,262,-1,86,-1,12,-1,14,-1,11,-1,18,-1,8,-1,113,-1,91,-1,6,-1,28,-1,0,-1,0,-1,0,-1,0,-1,57,-1,878,-1,544,-1,74,-1,0,-1,0,-1,0,-1,0,-1,260,-1,865,-1,78,-1,787,-1,60,-1,15,-1,45,-1,878,-1,119,-1,759,-1,878,-1,105,-1,773,-1,878,-1,431,-1,17,-1,414,-1,447,-1,878,-1,431,-1,17,-1,414,-1,447,-1,417,-1,17,-1,400,-1,417,-1,47,-1,370,-1,417,-1,17,-1,400,-1,517,-1,0,-1,517,-1,353,-1,10,-1,343,-1,353,-1,10,-1,343,-1,353,-1,0,-1,353,-1,27,-1,0,-1,27,-1,69,-1,0,-1,69,-1,0,-1,0,-1,0,-1,69,-1,0,-1,69,-1,284,-1,174,-1,110,-1,353,-1,28,-1,325,-1,23,-1,23,-1,0,-1,284,-1,10,-1,274,-1,284,-1,116,-1,63,-1,53,-1,168,-1,73,-1,95,-1,164,-1,0,-1,164,-1,517,-1,43,-1,474,-1,517,-1,0,-1,517,-1,517,-1,59,-1,458,-1,353,-1,0,-1,353,-1,517,-1,43,-1,474,-1,517,-1,0,-1,517,-1
450399602002,1260,-1,0,-1,1260,-1,1260,-1,0,-1,1260,-1,1260,-1,0,-1,1260,-1,1260,-1,51,-1,1209,-1,1260,-1,1260,-1,7,-1,1253,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,,,,,,,,,,,,,,,0,-1,0,-1,0,-1,1260,-1,59,-1,1201,-1,1260,-1,21,-1,1239,-1,1260,-1,48,-1,0,-1,0,-1,0,-1,48,-1,1212,-1,496,-1,10,-1,486,-1,496,-1,42,-1,17,-1,25,-1,454,-1,496,-1,491,-1,10,-1,481,-1,5,-1,496,-1,496,-1,62,-1,434,-1,0,-1,496,-1,496,-1,10,-1,486,-1,0,-1,1260,-1,0,-1,1260,-1,811,-1,0,-1,811,-1,6,-1,0,-1,6,-1,811,-1,6,-1,3,-1,0,-1,3,-1,3,-1,805,-1,1086,-1,7,-1,1079,-1,1171,-1,15,-1,1156,-1,158,-1,16,-1,142,-1,886,-1,7,-1,879,-1,158,-1,0,-1,158,-1,1150,-1,29,-1,1121,-1,1150,-1,1131,-1,19,-1,0,-1,0,-1,0,-1,19,-1,1150,-1,1131,-1,19,-1,0,-1,19,-1,202,-1,137,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,16,-1,0,-1,14,-1,0,-1,0,-1,15,-1,20,-1,385,-1,38,-1,7,-1,0,-1,0,-1,0,-1,0,-1,0,-1,199,-1,7,-1,13,-1,0,-1,12,-1,24,-1,85,-1,1086,-1,840,-1,19,-1,23,-1,4,-1,0,-1,23,-1,177,-1,543,-1,346,-1,14,-1,27,-1,0,-1,12,-1,39,-1,105,-1,385,-1,237,-1,14,-1,13,-1,0,-1,12,-1,24,-1,85,-1,158,-1,109,-1,0,-1,14,-1,0,-1,0,-1,15,-1,20,-1,1086,-1,929,-1,14,-1,0,-1,0,-1,0,-1,0,-1,143,-1,1059,-1,22,-1,1037,-1,39,-1,0,-1,39,-1,1086,-1,14,-1,1072,-1,1086,-1,14,-1,1072,-1,1086,-1,540,-1,0,-1,540,-1,546,-1,1086,-1,540,-1,0,-1,540,-1,546,-1,496,-1,19,-1,477,-1,496,-1,27,-1,469,-1,496,-1,19,-1,477,-1,782,-1,10,-1,772,-1,543,-1,7,-1,536,-1,543,-1,0,-1,543,-1,543,-1,0,-1,543,-1,24,-1,0,-1,24,-1,24,-1,9,-1,15,-1,12,-1,12,-1,0,-1,24,-1,24,-1,0,-1,519,-1,135,-1,384,-1,543,-1,0,-1,543,-1,40,-1,24,-1,16,-1,519,-1,0,-1,519,-1,519,-1,176,-1,54,-1,122,-1,343,-1,47,-1,296,-1,239,-1,0,-1,239,-1,782,-1,77,-1,705,-1,782,-1,0,-1,782,-1,782,-1,212,-1,570,-1,543,-1,0,-1,543,-1,782,-1,62,-1,720,-1,782,-1,10,-1,772,-1
450399602003,1467,-1,6,-1,1461,-1,1467,-1,0,-1,1467,-1,1467,-1,0,-1,1467,-1,1467,-1,99,-1,1368,-1,1467,-1,1378,-1,24,-1,1354,-1,89,-1,0,-1,89,-1,89,-1,0,-1,0,-1,0,-1,89,-1,0,-1,89,-1,,,,,,,,,,,,,,,0,-1,0,-1,0,-1,1467,-1,32,-1,1435,-1,1467,-1,146,-1,1321,-1,1467,-1,188,-1,61,-1,0,-1,61,-1,127,-1,1279,-1,572,-1,49,-1,523,-1,572,-1,87,-1,38,-1,49,-1,485,-1,572,-1,545,-1,49,-1,496,-1,27,-1,572,-1,545,-1,95,-1,450,-1,27,-1,572,-1,545,-1,60,-1,485,-1,27,-1,1409,-1,24,-1,1385,-1,1182,-1,24,-1,1158,-1,33,-1,0,-1,33,-1,1182,-1,33,-1,33,-1,0,-1,33,-1,0,-1,1149,-1,1289,-1,35,-1,1254,-1,1414,-1,36,-1,1378,-1,154,-1,8,-1,146,-1,1211,-1,42,-1,1169,-1,256,-1,0,-1,256,-1,1369,-1,36,-1,1333,-1,1369,-1,1231,-1,138,-1,0,-1,0,-1,0,-1,138,-1,1369,-1,1231,-1,138,-1,0,-1,138,-1,181,-1,21,-1,0,-1,6,-1,0,-1,0,-1,0,-1,55,-1,49,-1,0,-1,0,-1,0,-1,0,-1,0,-1,50,-1,381,-1,29,-1,0,-1,0,-1,0,-1,0,-1,0,-1,15,-1,211,-1,74,-1,7,-1,6,-1,0,-1,21,-1,18,-1,1289,-1,967,-1,125,-1,6,-1,0,-1,8,-1,4,-1,179,-1,549,-1,297,-1,74,-1,13,-1,6,-1,0,-1,21,-1,138,-1,381,-1,240,-1,74,-1,7,-1,6,-1,0,-1,21,-1,33,-1,168,-1,57,-1,0,-1,6,-1,0,-1,0,-1,0,-1,105,-1,1289,-1,1134,-1,46,-1,0,-1,0,-1,0,-1,0,-1,109,-1,1242,-1,50,-1,1192,-1,256,-1,0,-1,256,-1,1289,-1,89,-1,1200,-1,1289,-1,82,-1,1207,-1,1289,-1,673,-1,39,-1,634,-1,616,-1,1289,-1,673,-1,45,-1,628,-1,616,-1,590,-1,0,-1,590,-1,590,-1,0,-1,590,-1,590,-1,53,-1,537,-1,642,-1,18,-1,624,-1,549,-1,43,-1,506,-1,549,-1,0,-1,549,-1,549,-1,0,-1,549,-1,90,-1,0,-1,90,-1,104,-1,0,-1,104,-1,0,-1,0,-1,0,-1,104,-1,68,-1,36,-1,445,-1,88,-1,357,-1,549,-1,0,-1,549,-1,0,-1,0,-1,0,-1,445,-1,0,-1,445,-1,445,-1,162,-1,58,-1,104,-1,283,-1,54,-1,229,-1,93,-1,0,-1,93,-1,642,-1,35,-1,607,-1,642,-1,0,-1,642,-1,642,-1,88,-1,554,-1,549,-1,85,-1,464,-1,642,-1,35,-1,607,-1,642,-1,12,-1,630,-1
450399603001,1046,-1,0,-1,1046,-1,1046,-1,27,-1,1019,-1,1046,-1,0,-1,1046,-1,1046,-1,13,-1,1033,-1,1046,-1,1046,-1,14,-1,1032,-1,0,-1,0,-1,0,-1,35,-1,35,-1,16,-1,19,-1,0,-1,0,-1,0,-1,,,,,,,,,,,,,,,0,-1,0,-1,0,-1,1046,-1,37,-1,1009,-1,1046,-1,59,-1,987,-1,1046,-1,46,-1,0,-1,0,-1,0,-1,46,-1,1000,-1,614,-1,0,-1,614,-1,614,-1,33,-1,0,-1,33,-1,581,-1,614,-1,558,-1,51,-1,507,-1,56,-1,614,-1,558,-1,93,-1,465,-1,56,-1,614,-1,558,-1,33,-1,525,-1,56,-1,1046,-1,0,-1,1046,-1,950,-1,25,-1,925,-1,25,-1,25,-1,0,-1,950,-1,25,-1,0,-1,0,-1,0,-1,25,-1,925,-1,1017,-1,15,-1,1002,-1,1046,-1,27,-1,1019,-1,116,-1,0,-1,116,-1,966,-1,14,-1,952,-1,405,-1,0,-1,405,-1,1046,-1,43,-1,1003,-1,1046,-1,1027,-1,19,-1,0,-1,0,-1,0,-1,19,-1,1046,-1,1027,-1,19,-1,0,-1,19,-1,125,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,114,-1,0,-1,0,-1,0,-1,0,-1,11,-1,0,-1,410,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,245,-1,57,-1,45,-1,0,-1,0,-1,0,-1,63,-1,1017,-1,781,-1,57,-1,13,-1,14,-1,0,-1,11,-1,141,-1,535,-1,359,-1,57,-1,45,-1,0,-1,0,-1,11,-1,63,-1,410,-1,245,-1,57,-1,45,-1,0,-1,0,-1,0,-1,63,-1,125,-1,114,-1,0,-1,0,-1,0,-1,0,-1,11,-1,0,-1,1017,-1,864,-1,15,-1,0,-1,0,-1,0,-1,0,-1,138,-1,1002,-1,14,-1,988,-1,155,-1,0,-1,155,-1,1017,-1,0,-1,1017,-1,1017,-1,15,-1,1002,-1,1017,-1,643,-1,0,-1,643,-1,374,-1,1017,-1,643,-1,16,-1,627,-1,374,-1,614,-1,0,-1,614,-1,614,-1,17,-1,597,-1,614,-1,0,-1,614,-1,1079,-1,0,-1,1079,-1,535,-1,12,-1,523,-1,535,-1,0,-1,535,-1,535,-1,0,-1,535,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,535,-1,45,-1,490,-1,535,-1,0,-1,535,-1,51,-1,0,-1,51,-1,535,-1,0,-1,535,-1,535,-1,320,-1,113,-1,207,-1,215,-1,82,-1,133,-1,544,-1,0,-1,544,-1,1079,-1,158,-1,921,-1,1079,-1,0,-1,1079,-1,1079,-1,281,-1,798,-1,535,-1,0,-1,535,-1,1079,-1,175,-1,904,-1,1079,-1,0,-1,1079,-1
450399603002,890,-1,0,-1,890,-1,890,-1,3,-1,887,-1,890,-1,5,-1,885,-1,890,-1,5,-1,885,-1,890,-1,864,-1,0,-1,864,-1,26,-1,0,-1,26,-1,26,-1,0,-1,0,-1,0,-1,26,-1,0,-1,26,-1,,,,,,,,,,,,,,,26,-1,0,-1,26,-1,890,-1,36,-1,854,-1,890,-1,34,-1,856,-1,890,-1,116,-1,15,-1,0,-1,15,-1,101,-1,774,-1,287,-1,0,-1,287,-1,287,-1,0,-1,0,-1,0,-1,287,-1,287,-1,261,-1,0,-1,261,-1,26,-1,287,-1,261,-1,6,-1,255,-1,26,-1,287,-1,261,-1,1,-1,260,-1,26,-1,872,-1,0,-1,872,-1,611,-1,0,-1,611,-1,17,-1,0,-1,17,-1,611,-1,17,-1,0,-1,0,-1,0,-1,17,-1,594,-1,738,-1,59,-1,679,-1,888,-1,69,-1,819,-1,177,-1,6,-1,171,-1,644,-1,0,-1,644,-1,80,-1,0,-1,80,-1,878,-1,0,-1,878,-1,878,-1,878,-1,0,-1,0,-1,0,-1,0,-1,0,-1,878,-1,878,-1,0,-1,0,-1,0,-1,227,-1,29,-1,0,-1,0,-1,0,-1,0,-1,0,-1,65,-1,126,-1,0,-1,0,-1,0,-1,0,-1,0,-1,7,-1,175,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,42,-1,40,-1,5,-1,12,-1,17,-1,8,-1,5,-1,46,-1,738,-1,444,-1,45,-1,13,-1,0,-1,7,-1,6,-1,223,-1,384,-1,185,-1,5,-1,12,-1,17,-1,8,-1,5,-1,152,-1,175,-1,40,-1,5,-1,12,-1,17,-1,8,-1,5,-1,88,-1,209,-1,145,-1,0,-1,0,-1,0,-1,0,-1,0,-1,64,-1,704,-1,493,-1,17,-1,0,-1,0,-1,0,-1,0,-1,194,-1,704,-1,0,-1,704,-1,164,-1,33,-1,131,-1,704,-1,20,-1,684,-1,704,-1,17,-1,687,-1,704,-1,365,-1,1,-1,364,-1,339,-1,704,-1,365,-1,0,-1,365,-1,339,-1,295,-1,0,-1,295,-1,295,-1,0,-1,295,-1,295,-1,0,-1,295,-1,449,-1,0,-1,449,-1,384,-1,32,-1,352,-1,384,-1,0,-1,384,-1,384,-1,0,-1,384,-1,117,-1,0,-1,117,-1,117,-1,0,-1,117,-1,0,-1,0,-1,0,-1,117,-1,0,-1,117,-1,267,-1,115,-1,152,-1,384,-1,0,-1,384,-1,34,-1,0,-1,34,-1,267,-1,0,-1,267,-1,267,-1,91,-1,67,-1,24,-1,176,-1,9,-1,167,-1,65,-1,0,-1,65,-1,449,-1,0,-1,449,-1,449,-1,0,-1,449,-1,449,-1,157,-1,292,-1,384,-1,6,-1,378,-1,449,-1,0,-1,449,-1,449,-1,0,-1,449,-1
