census_block_group,C24010e1,C24010m1,C24010e2,C24010m2,C24010e3,C24010m3,C24010e4,C24010m4,C24010e5,C24010m5,C24010e6,C24010m6,C24010e7,C24010m7,C24010e8,C24010m8,C24010e9,C24010m9,C24010e10,C24010m10,C24010e11,C24010m11,C24010e12,C24010m12,C24010e13,C24010m13,C24010e14,C24010m14,C24010e15,C24010m15,C24010e16,C24010m16,C24010e17,C24010m17,C24010e18,C24010m18,C24010e19,C24010m19,C24010e20,C24010m20,C24010e21,C24010m21,C24010e22,C24010m22,C24010e23,C24010m23,C24010e24,C24010m24,C24010e25,C24010m25,C24010e26,C24010m26,C24010e27,C24010m27,C24010e28,C24010m28,C24010e29,C24010m29,C24010e30,C24010m30,C24010e31,C24010m31,C24010e32,C24010m32,C24010e33,C24010m33,C24010e34,C24010m34,C24010e35,C24010m35,C24010e36,C24010m36,C24010e37,C24010m37,C24010e38,C24010m38,C24010e39,C24010m39,C24010e40,C24010m40,C24010e41,C24010m41,C24010e42,C24010m42,C24010e43,C24010m43,C24010e44,C24010m44,C24010e45,C24010m45,C24010e46,C24010m46,C24010e47,C24010m47,C24010e48,C24010m48,C24010e49,C24010m49,C24010e50,C24010m50,C24010e51,C24010m51,C24010e52,C24010m52,C24010e53,C24010m53,C24010e54,C24010m54,C24010e55,C24010m55,C24010e56,C24010m56,C24010e57,C24010m57,C24010e58,C24010m58,C24010e59,C24010m59,C24010e60,C24010m60,C24010e61,C24010m61,C24010e62,C24010m62,C24010e63,C24010m63,C24010e64,C24010m64,C24010e65,C24010m65,C24010e66,C24010m66,C24010e67,C24010m67,C24010e68,C24010m68,C24010e69,C24010m69,C24010e70,C24010m70,C24010e71,C24010m71,C24010e72,C24010m72,C24010e73,C24010m73,C24010Ae1,C24010Am1,C24010Ae2,C24010Am2,C24010Ae3,C24010Am3,C24010Ae4,C24010Am4,C24010Ae5,C24010Am5,C24010Ae6,C24010Am6,C24010Ae7,C24010Am7,C24010Ae8,C24010Am8,C24010Ae9,C24010Am9,C24010Ae10,C24010Am10,C24010Ae11,C24010Am11,C24010Ae12,C24010Am12,C24010Ae13,C24010Am13,C24010Be1,C24010Bm1,C24010Be2,C24010Bm2,C24010Be3,C24010Bm3,C24010Be4,C24010Bm4,C24010Be5,C24010Bm5,C24010Be6,C24010Bm6,C24010Be7,C24010Bm7,C24010Be8,C24010Bm8,C24010Be9,C24010Bm9,C24010Be10,C24010Bm10,C24010Be11,C24010Bm11,C24010Be12,C24010Bm12,C24010Be13,C24010Bm13,C24010Ce1,C24010Cm1,C24010Ce2,C24010Cm2,C24010Ce3,C24010Cm3,C24010Ce4,C24010Cm4,C24010Ce5,C24010Cm5,C24010Ce6,C24010Cm6,C24010Ce7,C24010Cm7,C24010Ce8,C24010Cm8,C24010Ce9,C24010Cm9,C24010Ce10,C24010Cm10,C24010Ce11,C24010Cm11,C24010Ce12,C24010Cm12,C24010Ce13,C24010Cm13,C24010De1,C24010Dm1,C24010De2,C24010Dm2,C24010De3,C24010Dm3,C24010De4,C24010Dm4,C24010De5,C24010Dm5,C24010De6,C24010Dm6,C24010De7,C24010Dm7,C24010De8,C24010Dm8,C24010De9,C24010Dm9,C24010De10,C24010Dm10,C24010De11,C24010Dm11,C24010De12,C24010Dm12,C24010De13,C24010Dm13,C24010Ee1,C24010Em1,C24010Ee2,C24010Em2,C24010Ee3,C24010Em3,C24010Ee4,C24010Em4,C24010Ee5,C24010Em5,C24010Ee6,C24010Em6,C24010Ee7,C24010Em7,C24010Ee8,C24010Em8,C24010Ee9,C24010Em9,C24010Ee10,C24010Em10,C24010Ee11,C24010Em11,C24010Ee12,C24010Em12,C24010Ee13,C24010Em13,C24010Fe1,C24010Fm1,C24010Fe2,C24010Fm2,C24010Fe3,C24010Fm3,C24010Fe4,C24010Fm4,C24010Fe5,C24010Fm5,C24010Fe6,C24010Fm6,C24010Fe7,C24010Fm7,C24010Fe8,C24010Fm8,C24010Fe9,C24010Fm9,C24010Fe10,C24010Fm10,C24010Fe11,C24010Fm11,C24010Fe12,C24010Fm12,C24010Fe13,C24010Fm13,C24010Ge1,C24010Gm1,C24010Ge2,C24010Gm2,C24010Ge3,C24010Gm3,C24010Ge4,C24010Gm4,C24010Ge5,C24010Gm5,C24010Ge6,C24010Gm6,C24010Ge7,C24010Gm7,C24010Ge8,C24010Gm8,C24010Ge9,C24010Gm9,C24010Ge10,C24010Gm10,C24010Ge11,C24010Gm11,C24010Ge12,C24010Gm12,C24010Ge13,C24010Gm13,C24010He1,C24010Hm1,C24010He2,C24010Hm2,C24010He3,C24010Hm3,C24010He4,C24010Hm4,C24010He5,C24010Hm5,C24010He6,C24010Hm6,C24010He7,C24010Hm7,C24010He8,C24010Hm8,C24010He9,C24010Hm9,C24010He10,C24010Hm10,C24010He11,C24010Hm11,C24010He12,C24010Hm12,C24010He13,C24010Hm13,C24010Ie1,C24010Im1,C24010Ie2,C24010Im2,C24010Ie3,C24010Im3,C24010Ie4,C24010Im4,C24010Ie5,C24010Im5,C24010Ie6,C24010Im6,C24010Ie7,C24010Im7,C24010Ie8,C24010Im8,C24010Ie9,C24010Im9,C24010Ie10,C24010Im10,C24010Ie11,C24010Im11,C24010Ie12,C24010Im12,C24010Ie13,C24010Im13,C24020e1,C24020m1,C24020e2,C24020m2,C24020e3,C24020m3,C24020e4,C24020m4,C24020e5,C24020m5,C24020e6,C24020m6,C24020e7,C24020m7,C24020e8,C24020m8,C24020e9,C24020m9,C24020e10,C24020m10,C24020e11,C24020m11,C24020e12,C24020m12,C24020e13,C24020m13,C24020e14,C24020m14,C24020e15,C24020m15,C24020e16,C24020m16,C24020e17,C24020m17,C24020e18,C24020m18,C24020e19,C24020m19,C24020e20,C24020m20,C24020e21,C24020m21,C24020e22,C24020m22,C24020e23,C24020m23,C24020e24,C24020m24,C24020e25,C24020m25,C24020e26,C24020m26,C24020e27,C24020m27,C24020e28,C24020m28,C24020e29,C24020m29,C24020e30,C24020m30,C24020e31,C24020m31,C24020e32,C24020m32,C24020e33,C24020m33,C24020e34,C24020m34,C24020e35,C24020m35,C24020e36,C24020m36,C24020e37,C24020m37,C24020e38,C24020m38,C24020e39,C24020m39,C24020e40,C24020m40,C24020e41,C24020m41,C24020e42,C24020m42,C24020e43,C24020m43,C24020e44,C24020m44,C24020e45,C24020m45,C24020e46,C24020m46,C24020e47,C24020m47,C24020e48,C24020m48,C24020e49,C24020m49,C24020e50,C24020m50,C24020e51,C24020m51,C24020e52,C24020m52,C24020e53,C24020m53,C24020e54,C24020m54,C24020e55,C24020m55,C24020e56,C24020m56,C24020e57,C24020m57,C24020e58,C24020m58,C24020e59,C24020m59,C24020e60,C24020m60,C24020e61,C24020m61,C24020e62,C24020m62,C24020e63,C24020m63,C24020e64,C24020m64,C24020e65,C24020m65,C24020e66,C24020m66,C24020e67,C24020m67,C24020e68,C24020m68,C24020e69,C24020m69,C24020e70,C24020m70,C24020e71,C24020m71,C24020e72,C24020m72,C24020e73,C24020m73,C24030e1,C24030m1,C24030e2,C24030m2,C24030e3,C24030m3,C24030e4,C24030m4,C24030e5,C24030m5,C24030e6,C24030m6,C24030e7,C24030m7,C24030e8,C24030m8,C24030e9,C24030m9,C24030e10,C24030m10,C24030e11,C24030m11,C24030e12,C24030m12,C24030e13,C24030m13,C24030e14,C24030m14,C24030e15,C24030m15,C24030e16,C24030m16,C24030e17,C24030m17,C24030e18,C24030m18,C24030e19,C24030m19,C24030e20,C24030m20,C24030e21,C24030m21,C24030e22,C24030m22,C24030e23,C24030m23,C24030e24,C24030m24,C24030e25,C24030m25,C24030e26,C24030m26,C24030e27,C24030m27,C24030e28,C24030m28,C24030e29,C24030m29,C24030e30,C24030m30,C24030e31,C24030m31,C24030e32,C24030m32,C24030e33,C24030m33,C24030e34,C24030m34,C24030e35,C24030m35,C24030e36,C24030m36,C24030e37,C24030m37,C24030e38,C24030m38,C24030e39,C24030m39,C24030e40,C24030m40,C24030e41,C24030m41,C24030e42,C24030m42,C24030e43,C24030m43,C24030e44,C24030m44,C24030e45,C24030m45,C24030e46,C24030m46,C24030e47,C24030m47,C24030e48,C24030m48,C24030e49,C24030m49,C24030e50,C24030m50,C24030e51,C24030m51,C24030e52,C24030m52,C24030e53,C24030m53,C24030e54,C24030m54,C24030e55,C24030m55,B24080e1,B24080m1,B24080e2,B24080m2,B24080e3,B24080m3,B24080e4,B24080m4,B24080e5,B24080m5,B24080e6,B24080m6,B24080e7,B24080m7,B24080e8,B24080m8,B24080e9,B24080m9,B24080e10,B24080m10,B24080e11,B24080m11,B24080e12,B24080m12,B24080e13,B24080m13,B24080e14,B24080m14,B24080e15,B24080m15,B24080e16,B24080m16,B24080e17,B24080m17,B24080e18,B24080m18,B24080e19,B24080m19,B24080e20,B24080m20,B24080e21,B24080m21
450399601001,459,130,215,73,17,18,7,10,0,12,7,10,0,12,0,12,0,12,0,12,10,14,10,14,0,12,0,12,0,12,0,12,0,12,0,12,22,20,0,12,11,12,6,8,5,8,5,10,6,11,0,12,22,20,4,5,18,20,116,58,28,24,70,51,18,27,38,30,12,21,9,13,17,20,244,80,20,17,10,12,4,8,6,10,0,12,0,12,0,12,0,12,10,12,0,12,0,12,10,12,0,12,0,12,0,12,0,12,70,46,29,34,12,17,12,17,0,12,18,16,0,12,11,14,57,36,13,22,44,31,7,12,7,12,0,12,0,12,90,41,81,38,0,12,9,13,37,25,30,19,0,12,11,13,4,5,15,13,0,12,7,9,4,8,3,5,0,12,0,12,0,12,417,125,180,68,17,18,11,13,18,20,96,53,38,30,237,78,16,15,67,45,57,36,7,12,90,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,2,1,2,0,12,0,12,0,12,1,2,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,6,4,6,0,12,0,12,0,12,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,25,28,19,0,12,11,13,4,5,13,13,0,12,7,9,4,8,3,5,0,12,0,12,0,12,3,5,3,5,0,12,0,12,0,12,3,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,376,107,199,68,17,18,7,10,0,12,7,10,0,12,0,12,0,12,0,12,10,14,10,14,0,12,0,12,0,12,0,12,0,12,0,12,22,20,0,12,11,12,6,8,5,8,5,10,6,11,0,12,22,20,4,5,18,20,100,53,22,23,60,47,18,27,38,30,12,21,9,13,17,20,177,64,20,17,10,12,4,8,6,10,0,12,0,12,0,12,0,12,10,12,0,12,0,12,10,12,0,12,0,12,0,12,0,12,39,37,22,32,12,17,12,17,0,12,5,7,0,12,0,12,21,17,0,12,21,17,7,12,7,12,0,12,0,12,90,41,81,38,0,12,9,13,459,130,215,73,28,24,28,24,0,12,27,21,46,25,0,12,2,4,52,45,15,18,37,41,0,12,2,3,2,3,0,12,14,15,0,12,0,12,14,15,27,23,17,18,10,14,5,10,0,12,5,10,0,12,12,12,244,80,0,12,0,12,0,12,0,12,97,45,0,12,22,27,21,22,4,8,17,21,0,12,14,15,6,10,8,12,12,17,0,12,0,12,12,17,54,41,15,13,39,36,6,8,0,12,6,8,0,12,18,20,459,130,215,73,166,67,148,61,18,22,10,14,20,14,17,18,0,12,2,4,0,12,244,80,192,71,192,71,0,12,22,18,6,9,20,20,4,8,0,12,0,12
450399601002,406,112,191,72,32,25,6,9,6,9,0,12,14,17,0,12,14,17,0,12,9,14,9,14,0,12,0,12,0,12,3,6,3,6,0,12,29,31,0,12,0,12,0,12,0,12,19,27,10,16,0,12,24,19,4,6,20,19,48,31,0,12,25,27,23,20,58,35,25,24,17,18,16,21,215,72,45,28,12,17,12,17,0,12,5,7,5,7,0,12,0,12,12,13,0,12,0,12,12,13,0,12,16,18,6,12,10,15,73,40,27,26,13,15,9,13,4,6,16,16,0,12,17,21,33,31,10,16,23,27,0,12,0,12,0,12,0,12,64,42,24,21,0,12,40,34,81,38,62,31,14,13,10,16,9,9,14,15,15,14,19,16,15,14,4,6,0,12,0,12,0,12,325,106,129,67,18,21,19,27,15,17,34,30,43,31,196,69,30,26,69,40,33,31,0,12,64,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,81,38,62,31,14,13,10,16,9,9,14,15,15,14,19,16,15,14,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,297,84,169,68,23,20,6,9,6,9,0,12,14,17,0,12,14,17,0,12,0,12,0,12,0,12,0,12,0,12,3,6,3,6,0,12,27,31,0,12,0,12,0,12,0,12,17,26,10,16,0,12,19,17,4,6,15,17,48,31,0,12,25,27,23,20,52,33,25,24,11,14,16,21,128,47,30,26,12,17,12,17,0,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12,8,13,0,12,10,15,0,12,10,15,13,15,0,12,13,15,9,13,4,6,0,12,0,12,0,12,32,31,10,16,22,27,0,12,0,12,0,12,0,12,53,38,13,18,0,12,40,34,406,112,191,72,0,12,0,12,0,12,19,21,23,19,0,12,11,11,70,42,15,18,55,37,0,12,0,12,0,12,0,12,10,12,5,9,0,12,5,8,24,25,15,22,9,13,19,27,0,12,19,27,9,14,6,9,215,72,0,12,0,12,0,12,0,12,50,38,0,12,10,16,27,24,1,4,26,23,0,12,17,26,17,26,0,12,9,13,0,12,0,12,9,13,62,36,12,13,50,33,18,17,3,6,15,15,17,21,5,6,406,112,191,72,150,65,150,65,0,12,9,14,13,12,6,9,9,15,4,6,0,12,215,72,180,59,176,59,4,7,6,9,4,6,12,14,0,12,13,19,0,12
450399602001,417,148,263,123,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,9,14,0,12,0,12,0,12,0,12,0,12,0,12,71,65,0,12,26,30,0,12,26,30,45,66,0,12,0,12,33,45,0,12,33,45,15,24,15,24,0,12,0,12,135,75,57,57,78,62,0,12,154,94,67,53,29,41,0,12,29,41,0,12,0,12,0,12,0,12,11,19,0,12,0,12,11,19,0,12,27,33,21,32,6,10,33,44,0,12,0,12,0,12,0,12,33,44,0,12,0,12,10,17,0,12,10,17,0,12,0,12,0,12,0,12,44,54,0,12,0,12,44,54,73,67,35,33,9,14,26,30,0,12,0,12,0,12,38,37,38,37,0,12,0,12,0,12,0,12,271,144,182,130,0,12,45,66,33,45,15,24,89,71,89,73,2,9,33,44,10,17,0,12,44,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,73,77,46,49,0,12,0,12,0,12,0,12,46,49,27,38,27,38,0,12,0,12,0,12,0,12,73,67,35,33,9,14,26,30,0,12,0,12,0,12,38,37,38,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,404,145,250,123,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,9,14,0,12,0,12,0,12,0,12,0,12,0,12,71,65,0,12,26,30,0,12,26,30,45,66,0,12,0,12,33,45,0,12,33,45,15,24,15,24,0,12,0,12,122,72,44,51,78,62,0,12,154,94,67,53,29,41,0,12,29,41,0,12,0,12,0,12,0,12,11,19,0,12,0,12,11,19,0,12,27,33,21,32,6,10,33,44,0,12,0,12,0,12,0,12,33,44,0,12,0,12,10,17,0,12,10,17,0,12,0,12,0,12,0,12,44,54,0,12,0,12,44,54,417,148,263,123,47,52,47,52,0,12,0,12,76,62,0,12,0,12,60,53,60,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,9,14,45,66,0,12,45,66,0,12,26,30,154,94,0,12,0,12,0,12,0,12,0,12,0,12,44,54,10,17,10,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,39,11,19,29,34,33,44,0,12,33,44,0,12,27,38,417,148,263,123,228,126,194,131,34,38,9,14,16,25,10,18,0,12,0,12,0,12,154,94,100,84,100,84,0,12,6,16,11,19,27,38,10,17,0,12,0,12
450399602002,496,161,238,97,65,53,42,43,8,13,34,41,0,12,0,12,0,12,0,12,23,35,23,35,0,12,0,12,0,12,0,12,0,12,0,12,23,25,0,12,0,12,0,12,0,12,2,6,21,24,0,12,14,23,0,12,14,23,50,34,5,8,17,17,28,28,86,65,27,37,34,37,25,37,258,115,78,60,9,15,9,15,0,12,0,12,0,12,0,12,0,12,64,58,0,12,0,12,60,57,4,8,5,8,5,8,0,12,52,67,44,64,0,12,0,12,0,12,8,14,0,12,0,12,112,79,50,69,62,47,16,22,0,12,16,22,0,12,0,12,0,12,0,12,0,12,397,127,183,79,27,31,21,24,14,23,50,34,71,58,214,96,52,45,44,64,102,61,16,22,0,12,99,87,55,49,38,43,2,6,0,12,0,12,15,24,44,55,26,35,8,14,10,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,397,127,183,79,27,31,21,24,14,23,50,34,71,58,214,96,52,45,44,64,102,61,16,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,391,149,217,100,65,53,42,43,8,13,34,41,0,12,0,12,0,12,0,12,23,35,23,35,0,12,0,12,0,12,0,12,0,12,0,12,12,17,0,12,0,12,0,12,0,12,2,6,10,16,0,12,14,23,0,12,14,23,40,31,0,12,17,17,23,26,86,65,27,37,34,37,25,37,174,94,39,40,9,15,9,15,0,12,0,12,0,12,0,12,0,12,25,35,0,12,0,12,25,35,0,12,5,8,5,8,0,12,52,67,44,64,0,12,0,12,0,12,8,14,0,12,0,12,67,64,15,43,52,45,16,22,0,12,16,22,0,12,0,12,0,12,0,12,0,12,496,161,238,97,5,8,5,8,0,12,17,17,133,83,0,12,37,36,0,12,0,12,0,12,0,12,10,16,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,19,0,12,13,19,23,35,0,12,258,115,0,12,0,12,0,12,16,22,4,8,0,12,38,50,4,8,0,12,4,8,0,12,14,19,0,12,14,19,44,45,11,17,0,12,33,42,120,85,38,41,82,75,10,41,0,12,10,41,8,15,0,12,496,161,238,97,188,91,180,90,8,12,32,37,0,12,0,12,0,12,5,9,13,19,258,115,207,109,207,109,0,12,8,15,0,12,38,41,0,12,5,10,0,12
450399602003,590,212,376,169,94,76,17,19,17,19,0,12,64,71,39,62,19,31,6,12,13,18,0,12,0,12,13,18,0,12,0,12,0,12,0,12,30,32,0,12,24,26,13,21,11,15,0,12,0,12,6,17,27,42,27,42,0,12,87,64,0,12,59,58,28,31,138,77,72,60,51,52,15,24,214,92,81,54,40,37,19,21,21,32,8,15,0,12,0,12,8,15,33,30,20,24,0,12,13,17,0,12,0,12,0,12,0,12,57,71,47,66,0,12,0,12,0,12,10,19,0,12,0,12,42,41,17,28,25,29,0,12,0,12,0,12,0,12,34,35,21,26,0,12,13,24,191,81,114,59,46,37,17,26,0,12,38,32,13,22,77,48,42,33,10,19,25,30,0,12,0,12,372,176,235,140,48,67,13,21,0,12,49,56,125,74,137,82,39,42,47,66,17,26,0,12,34,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,42,27,42,0,12,0,12,27,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,191,81,114,59,46,37,17,26,0,12,38,32,13,22,77,48,42,33,10,19,25,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,460,168,311,120,51,40,13,17,13,17,0,12,25,32,0,12,19,31,6,12,13,18,0,12,0,12,13,18,0,12,0,12,0,12,0,12,24,26,0,12,24,26,13,21,11,15,0,12,0,12,0,12,27,42,27,42,0,12,71,62,0,12,53,57,18,28,138,77,72,60,51,52,15,24,149,75,81,54,40,37,19,21,21,32,8,15,0,12,0,12,8,15,33,30,20,24,0,12,13,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,39,17,28,17,26,0,12,0,12,0,12,0,12,34,35,21,26,0,12,13,24,590,212,376,169,17,28,17,28,0,12,4,9,64,57,25,36,27,42,129,84,61,61,68,59,10,15,0,12,0,12,0,12,21,25,8,14,0,12,13,21,17,21,17,21,0,12,45,68,6,17,39,62,0,12,17,21,214,92,0,12,0,12,0,12,0,12,21,26,6,12,47,44,29,35,0,12,29,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,88,72,41,34,47,66,0,12,0,12,0,12,0,12,23,23,590,212,376,169,300,126,296,125,4,9,21,33,11,15,19,23,25,40,0,12,0,12,214,92,74,52,74,52,0,12,8,12,33,30,78,70,21,32,0,12,0,12
450399603001,614,200,288,121,154,80,78,60,65,56,13,20,30,32,30,32,0,12,0,12,30,33,0,12,18,28,12,21,0,12,16,26,0,12,16,26,52,65,0,12,16,24,0,12,16,24,36,58,0,12,0,12,53,40,53,40,0,12,17,25,0,12,0,12,17,25,12,21,12,21,0,12,0,12,326,115,189,95,104,70,34,38,70,61,14,30,14,30,0,12,0,12,42,48,16,26,0,12,26,41,0,12,29,36,29,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,137,73,55,51,82,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,614,200,288,121,154,80,52,65,53,40,17,25,12,21,326,115,189,95,0,12,137,73,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,600,200,288,121,154,80,52,65,53,40,17,25,12,21,312,113,175,92,0,12,137,73,0,12,0,12,14,30,0,12,0,12,0,12,0,12,0,12,0,12,14,30,14,30,0,12,0,12,0,12,0,12,493,167,223,91,154,80,78,60,65,56,13,20,30,32,30,32,0,12,0,12,30,33,0,12,18,28,12,21,0,12,16,26,0,12,16,26,16,24,0,12,16,24,0,12,16,24,0,12,0,12,0,12,24,27,24,27,0,12,17,25,0,12,0,12,17,25,12,21,12,21,0,12,0,12,270,104,178,91,104,70,34,38,70,61,14,30,14,30,0,12,0,12,42,48,16,26,0,12,26,41,0,12,18,29,18,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,92,60,30,32,62,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,614,200,288,121,0,12,0,12,0,12,0,12,62,55,0,12,23,27,0,12,0,12,0,12,0,12,43,38,25,28,18,27,31,36,31,36,0,12,0,12,31,34,15,25,16,26,36,58,0,12,36,58,17,25,45,43,326,115,0,12,0,12,0,12,0,12,0,12,0,12,72,54,20,32,0,12,20,32,0,12,84,65,68,60,16,25,14,30,14,30,0,12,0,12,73,61,26,41,47,45,0,12,0,12,0,12,15,25,48,48,614,200,288,121,212,98,177,97,35,34,16,26,17,25,43,41,0,12,0,12,0,12,326,115,221,92,210,90,11,20,13,22,0,12,63,61,29,36,0,12,0,12
450399603002,295,166,107,85,24,26,1,2,1,2,0,12,10,16,10,16,0,12,0,12,13,21,0,12,1,3,0,12,12,20,0,12,0,12,0,12,11,15,0,12,8,13,0,12,8,13,0,12,3,5,0,12,6,7,6,7,0,12,0,12,0,12,0,12,0,12,66,79,66,79,0,12,0,12,188,111,54,61,53,60,41,57,12,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,3,1,3,0,12,81,91,0,12,0,12,0,12,0,12,21,32,60,87,0,12,15,13,4,5,11,11,38,58,0,12,31,57,7,13,0,12,0,12,0,12,0,12,103,83,56,40,16,20,8,13,6,7,0,12,26,33,47,59,40,58,0,12,7,9,0,12,0,12,192,152,51,72,8,15,3,5,0,12,0,12,40,72,141,106,14,21,81,91,8,10,38,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,103,83,56,40,16,20,8,13,6,7,0,12,26,33,47,59,40,58,0,12,7,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,186,96,68,43,23,26,0,12,0,12,0,12,10,16,10,16,0,12,0,12,13,21,0,12,1,3,0,12,12,20,0,12,0,12,0,12,11,15,0,12,8,13,0,12,8,13,0,12,3,5,0,12,6,7,6,7,0,12,0,12,0,12,0,12,0,12,28,34,28,34,0,12,0,12,118,89,26,33,25,32,13,24,12,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,3,1,3,0,12,81,91,0,12,0,12,0,12,0,12,21,32,60,87,0,12,11,11,0,12,11,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,295,166,107,85,0,12,0,12,0,12,0,12,65,79,0,12,4,6,1,3,0,12,1,3,0,12,16,17,12,16,4,6,1,3,1,3,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,25,188,111,26,44,26,44,0,12,31,57,0,12,0,12,4,5,72,88,12,21,60,87,0,12,24,25,24,25,0,12,0,12,0,12,0,12,0,12,4,5,3,4,1,3,21,32,0,12,21,32,0,12,6,9,295,166,107,85,85,80,85,80,0,12,0,12,1,3,8,13,12,20,1,3,0,12,188,111,139,104,139,104,0,12,1,3,12,21,9,9,0,12,27,44,0,12
